"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"4946","1","11","Low","1","-1.47","Low","2","-2.67","Low",0,0,0,0,"6461_2014-06-22"
"4947","2","16","Low","8","0.26","High","8","-1","High",1,1,1,1,"6462_2013-12-12"
"4948","5","23","Medium","8","0.13","High","3","-2.34","Low",0,0,0,0,"6463_2013-05-25"
"4949","3","18","Low","2","-1.23","Low","1","-3.04","Low",0,0,0,0,"6464_2014-05-06"
"4950","1","13","Low","2","-1.49","Low","2","-2.75","Low",0,0,0,0,"6465_2014-04-06"
"4951","3","18","Low","1","-2.29","Low","1","-3.98","Low",0,0,0,0,"6466_2013-11-18"
"4952","3","18","Low","7","-0.06","Medium","5","-1.96","Medium",0,0,0,0,"6467_2014-02-06"
"4953","1","11","Low","1","-2.25","Low","1","-4.02","Low",0,0,0,0,"6468_2013-11-08"
"4954","1","13","Low","4","-0.67","Low","6","-1.68","Medium",1,1,1,0,"6469_2013-10-31"
"4955","2","17","Low","7","-0.14","Medium","6","-1.58","Medium",1,1,1,1,"6470_2014-10-04"
"4956","3","18","Low","9","0.28","High","7","-1.3","Medium",0,0,NA,NA,"6470_2014-10-21"
"4957","10","45","High","9","0.46","High","3","-2.41","Low",1,0,1,0,"6471_2014-11-22"
"4958","3","20","Low","5","-0.4","Medium","2","-2.87","Low",1,0,1,0,"6473_2014-10-11"
"4959","1","14","Low","2","-1.62","Low","2","-2.74","Low",0,0,0,0,"6474_2014-11-07"
"4960","3","20","Low","4","-0.64","Low","5","-1.83","Medium",0,0,0,0,"6476_2014-05-29"
"4961","6","25","Medium","5","-0.42","Medium","3","-2.49","Low",1,1,1,1,"6477_2014-11-13"
"4962","1","13","Low","3","-1.19","Low","1","-3.54","Low",1,1,1,0,"6478_2014-11-02"
"4963","1","13","Low","5","-0.43","Medium","8","-1.12","High",0,0,0,0,"6479_2014-05-30"
"4964","4","20","Low","4","-0.87","Low","4","-2.1","Low",0,0,1,1,"6481_2013-01-31"
"4965","5","22","Medium","2","-1.04","Low","1","-3.53","Low",1,1,1,0,"6482_2013-04-26"
"4966","1","12","Low","1","-2.33","Low","1","-3.4","Low",0,0,0,0,"6484_2013-12-11"
"4967","2","16","Low","2","-1.35","Low","1","-3.22","Low",0,0,0,0,"6485_2013-03-27"
"4968","1","11","Low","1","-2.52","Low","1","-4.07","Low",0,0,0,0,"6486_2014-06-15"
"4969","1","13","Low","1","-1.76","Low","1","-3.28","Low",0,0,0,0,"6487_2014-02-13"
"4970","3","19","Low","1","-2.46","Low","1","-3.36","Low",0,0,0,0,"6488_2013-09-30"
"4971","2","16","Low","2","-1.36","Low","3","-2.52","Low",1,1,1,0,"6489_2013-02-09"
"4972","1","13","Low","5","-0.5","Medium","5","-1.75","Medium",1,1,1,1,"6490_2013-03-12"
"4973","1","13","Low","1","-2.22","Low","1","-3.71","Low",1,1,1,1,"6491_2013-08-02"
"4974","1","14","Low","2","-1.08","Low","2","-2.6","Low",0,0,0,0,"6492_2013-01-12"
"4975","2","17","Low","7","-0.04","Medium","4","-2.06","Low",0,0,0,0,"6493_2014-06-24"
"4976","1","11","Low","1","-1.54","Low","2","-2.79","Low",0,0,0,0,"6495_2013-02-25"
"4977","1","11","Low","2","-1.28","Low","3","-2.36","Low",0,0,0,0,"6496_2013-03-31"
"4978","8","28","High","8","0.27","High","3","-2.25","Low",1,1,1,1,"6497_2013-09-08"
"4979","1","11","Low","3","-1.06","Low","3","-2.51","Low",0,0,0,0,"6498_2013-01-15"
"4980","1","13","Low","4","-0.87","Low","5","-1.96","Medium",0,0,0,0,"6500_2013-10-02"
"4981","3","18","Low","1","-2.55","Low","1","-4.23","Low",0,0,0,0,"6501_2013-11-07"
"4982","2","16","Low","2","-1.36","Low","1","-3.28","Low",1,0,1,0,"6503_2013-04-05"
"4983","10","40","High","10","0.68","High","9","-0.96","High",1,0,1,0,"6504_2014-02-19"
"4984","1","15","Low","2","-1.21","Low","3","-2.47","Low",0,0,0,0,"6505_2013-10-26"
"4985","9","32","High","9","0.33","High","3","-2.31","Low",0,0,0,0,"6506_2014-10-05"
"4986","1","13","Low","3","-0.89","Low","4","-2.09","Low",1,0,1,0,"6507_2013-12-23"
"4987","4","21","Low","3","-1.04","Low","3","-2.41","Low",0,0,0,0,"6508_2013-11-20"
"4988","1","11","Low","1","-2.11","Low","1","-3.67","Low",0,0,0,0,"6509_2014-07-29"
"4989","2","17","Low","6","-0.27","Medium","5","-1.93","Medium",1,0,1,0,"6511_2013-10-24"
"4990","3","18","Low","4","-0.52","Low","7","-1.31","Medium",0,0,0,0,"6514_2013-01-10"
"4991","3","20","Low","9","0.33","High","8","-1.16","High",0,0,0,0,"6515_2014-08-15"
"4992","3","18","Low","5","-0.48","Medium","3","-2.24","Low",0,0,0,0,"6516_2014-12-18"
"4993","1","14","Low","5","-0.75","Medium","4","-2","Low",0,0,0,0,"6520_2014-01-22"
"4994","4","20","Low","6","-0.43","Medium","3","-2.54","Low",1,1,1,0,"6521_2014-03-20"
"4995","1","13","Low","4","-0.74","Low","6","-1.7","Medium",1,0,1,0,"6522_2013-03-22"
"4996","3","19","Low","3","-0.9","Low","2","-2.67","Low",0,0,0,0,"6524_2013-04-25"
"4997","9","31","High","1","-1.45","Low","1","-3.55","Low",1,0,1,1,"6525_2013-03-11"
"4998","1","13","Low","2","-1.63","Low","1","-3.27","Low",0,0,0,0,"6526_2014-01-21"
"4999","1","11","Low","2","-1.39","Low","3","-2.48","Low",1,0,0,0,"6527_2014-03-02"
"5000","3","18","Low","6","-0.17","Medium","8","-1.01","High",1,1,1,0,"6528_2013-07-31"
"5001","1","13","Low","3","-0.98","Low","5","-1.84","Medium",1,1,1,0,"6529_2014-04-22"
"5002","1","13","Low","1","-1.93","Low","1","-3.96","Low",0,0,0,0,"6530_2014-11-16"
"5003","1","11","Low","2","-1.05","Low","5","-1.86","Medium",0,0,0,0,"6532_2014-06-30"
"5004","3","18","Low","4","-0.84","Low","6","-1.53","Medium",0,0,0,0,"6533_2013-09-23"
"5005","2","17","Low","7","-0.18","Medium","5","-1.9","Medium",0,0,0,0,"6534_2013-09-20"
"5006","1","14","Low","1","-1.61","Low","1","-3.7","Low",0,0,0,0,"6536_2013-05-15"
"5007","1","13","Low","4","-0.67","Low","3","-2.39","Low",1,1,1,1,"6537_2013-09-23"
"5008","1","14","Low","1","-1.91","Low","1","-3.45","Low",1,0,0,0,"6539_2014-03-27"
"5009","2","17","Low","5","-0.44","Medium","6","-1.54","Medium",0,0,0,0,"6540_2014-07-21"
"5010","3","20","Low","2","-1.16","Low","1","-3.28","Low",0,0,0,0,"6544_2014-05-10"
"5011","3","19","Low","4","-0.55","Low","5","-1.9","Medium",0,0,0,0,"6545_2014-10-22"
"5012","2","17","Low","8","0.26","High","6","-1.55","Medium",0,0,0,0,"6546_2013-11-25"
"5013","1","12","Low","5","-0.32","Medium","4","-2.08","Low",1,0,1,0,"6547_2014-05-27"
"5014","1","12","Low","5","-0.46","Medium","5","-1.93","Medium",1,0,1,0,"6548_2014-05-19"
"5015","2","16","Low","1","-2.23","Low","1","-3.6","Low",1,0,1,0,"6549_2013-03-24"
"5016","9","33","High","5","-0.37","Medium","4","-2.04","Low",1,0,1,0,"6550_2013-03-26"
"5017","8","28","High","4","-0.64","Low","3","-2.51","Low",0,0,0,0,"6551_2013-12-24"
"5018","3","19","Low","4","-0.85","Low","2","-2.92","Low",1,0,1,0,"6552_2014-02-06"
"5019","1","13","Low","4","-0.94","Low","4","-2.23","Low",0,0,0,0,"6554_2013-12-21"
"5020","2","16","Low","1","-2.66","Low","1","-4.08","Low",0,0,0,0,"6559_2014-10-02"
"5021","4","21","Low","4","-0.84","Low","1","-3.24","Low",0,0,0,0,"6560_2013-12-02"
"5022","1","12","Low","4","-0.6","Low","6","-1.53","Medium",0,0,0,0,"6561_2014-11-22"
"5023","1","13","Low","1","-1.8","Low","1","-3.39","Low",0,0,0,0,"6562_2014-11-02"
"5024","3","20","Low","7","0.06","Medium","7","-1.4","Medium",1,1,1,1,"6563_2014-01-27"
"5025","2","16","Low","3","-0.93","Low","2","-2.63","Low",0,0,1,1,"6564_2013-05-22"
"5026","5","22","Medium","2","-1.56","Low","1","-3.31","Low",0,0,0,0,"6565_2014-05-30"
"5027","1","14","Low","2","-1.04","Low","3","-2.35","Low",0,0,0,0,"6568_2014-06-24"
"5028","8","28","High","6","-0.3","Medium","3","-2.48","Low",0,0,0,0,"6569_2014-10-21"
"5029","3","18","Low","4","-0.67","Low","1","-3.07","Low",0,0,0,0,"6570_2013-03-08"
"5030","5","22","Medium","8","0.22","High","3","-2.33","Low",1,1,1,1,"6571_2013-01-15"
"5031","1","15","Low","2","-1.07","Low","4","-2.17","Low",1,1,1,1,"6573_2013-03-21"
"5032","3","18","Low","2","-1.46","Low","2","-2.86","Low",1,1,1,0,"6574_2013-08-27"
"5033","3","19","Low","4","-0.95","Low","2","-2.86","Low",1,1,NA,NA,"6574_2013-09-04"
"5034","3","19","Low","3","-0.87","Low","4","-2.1","Low",0,0,0,0,"6576_2014-06-05"
"5035","2","17","Low","2","-1.24","Low","3","-2.53","Low",0,0,1,1,"6577_2013-02-08"
"5036","1","13","Low","6","-0.28","Medium","8","-1.17","High",0,0,0,0,"6579_2014-10-10"
"5037","2","16","Low","1","-1.51","Low","1","-3.1","Low",0,0,0,0,"6580_2013-03-18"
"5038","2","17","Low","7","-0.07","Medium","4","-2.15","Low",0,0,0,0,"6583_2013-04-05"
"5039","1","12","Low","3","-0.99","Low","3","-2.37","Low",0,0,0,0,"6584_2014-03-11"
"5040","3","18","Low","9","0.58","High","6","-1.53","Medium",1,0,1,0,"6585_2013-04-20"
"5041","3","18","Low","10","0.66","High","6","-1.67","Medium",0,0,NA,NA,"6585_2014-09-06"
"5042","7","26","Medium","5","-0.76","Medium","1","-3.36","Low",1,0,1,0,"6586_2014-01-07"
"5043","1","15","Low","9","0.52","High","8","-1.14","High",1,1,1,1,"6587_2013-10-15"
"5044","1","12","Low","4","-0.66","Low","6","-1.54","Medium",0,0,0,0,"6588_2013-12-07"
"5045","1","15","Low","5","-0.6","Medium","4","-2.04","Low",1,0,1,0,"6589_2013-10-25"
"5046","3","18","Low","1","-1.85","Low","1","-3.66","Low",0,0,0,0,"6591_2014-02-24"
"5047","1","14","Low","1","-2.55","Low","1","-3.93","Low",0,0,0,0,"6592_2014-02-06"
"5048","1","15","Low","1","-1.47","Low","1","-3.15","Low",0,0,0,0,"6593_2013-11-18"
"5049","1","13","Low","7","0.04","Medium","7","-1.28","Medium",0,0,0,0,"6594_2013-03-15"
"5050","3","19","Low","1","-2.03","Low","1","-3.53","Low",0,0,0,0,"6595_2013-02-20"
"5051","1","14","Low","1","-1.53","Low","1","-3.03","Low",1,0,1,0,"6596_2014-06-24"
"5052","3","20","Low","9","0.61","High","4","-1.99","Low",1,1,1,1,"6597_2013-03-18"
"5053","3","20","Low","9","0.65","High","9","-0.89","High",0,0,0,0,"6598_2013-03-22"
"5054","1","14","Low","2","-1.32","Low","2","-2.8","Low",1,1,1,0,"6600_2013-02-08"
"5055","1","12","Low","1","-2.47","Low","1","-3.54","Low",0,0,0,0,"6601_2014-02-24"
"5056","2","17","Low","3","-0.93","Low","1","-3.01","Low",1,0,1,1,"6604_2013-05-26"
"5057","4","21","Low","8","0.03","High","8","-1.2","High",0,0,0,0,"6605_2013-07-23"
"5058","7","27","Medium","5","-0.5","Medium","3","-2.47","Low",0,0,0,0,"6606_2013-02-01"
"5059","1","11","Low","1","-2.09","Low","1","-3.66","Low",0,0,0,0,"6607_2014-11-23"
"5060","7","27","Medium","9","0.37","High","3","-2.51","Low",1,1,1,0,"6608_2013-12-10"
"5061","1","13","Low","1","-1.74","Low","1","-3.37","Low",0,0,0,0,"6609_2014-09-15"
"5062","5","22","Medium","10","1.05","High","9","-0.91","High",0,0,0,0,"6610_2014-06-20"
"5063","1","13","Low","1","-2.04","Low","1","-3.43","Low",0,0,0,0,"6611_2013-10-04"
"5064","10","34","High","10","0.86","High","9","-0.69","High",0,0,0,0,"6612_2013-09-28"
"5065","2","17","Low","2","-1.08","Low","3","-2.42","Low",0,0,1,0,"6613_2013-12-14"
"5066","3","18","Low","2","-1.06","Low","3","-2.26","Low",0,0,0,0,"6614_2013-11-22"
"5067","2","16","Low","1","-1.87","Low","1","-3.55","Low",0,0,0,0,"6615_2013-05-26"
"5068","2","16","Low","2","-1.26","Low","2","-2.71","Low",1,0,1,0,"6616_2014-05-04"
"5069","10","35","High","5","-0.32","Medium","5","-1.76","Medium",0,0,0,0,"6618_2013-05-24"
"5070","1","12","Low","1","-2.25","Low","1","-3.23","Low",0,0,0,0,"6619_2014-11-23"
"5071","2","16","Low","7","0.04","Medium","6","-1.73","Medium",0,0,0,0,"6620_2014-03-27"
"5072","1","12","Low","2","-1.29","Low","3","-2.54","Low",1,1,1,0,"6621_2013-09-22"
"5073","1","14","Low","1","-1.73","Low","1","-3.07","Low",0,0,0,0,"6622_2014-09-11"
"5074","6","25","Medium","4","-0.58","Low","1","-3.53","Low",1,1,1,0,"6624_2013-02-24"
"5075","1","14","Low","5","-0.4","Medium","3","-2.36","Low",0,0,0,0,"6625_2014-05-22"
"5076","2","16","Low","2","-1.18","Low","3","-2.33","Low",0,0,0,0,"6626_2013-05-26"
"5077","2","17","Low","5","-0.63","Medium","2","-2.68","Low",1,0,1,0,"6629_2014-10-14"
"5078","2","17","Low","4","-0.68","Low","1","-3.14","Low",0,0,0,0,"6630_2014-08-14"
"5079","3","20","Low","5","-0.33","Medium","4","-2.08","Low",1,1,1,0,"6631_2014-03-02"
"5080","6","25","Medium","7","0.04","Medium","6","-1.67","Medium",1,0,1,0,"6634_2014-05-15"
"5081","1","13","Low","1","-1.98","Low","1","-3.73","Low",0,0,0,0,"6635_2014-07-13"
"5082","1","11","Low","3","-0.95","Low","5","-1.78","Medium",0,0,0,0,"6636_2013-12-31"
"5083","4","21","Low","1","-1.79","Low","1","-3.11","Low",0,0,0,0,"6637_2013-02-24"
"5084","1","13","Low","4","-0.58","Low","5","-1.82","Medium",1,0,1,0,"6638_2013-02-16"
"5085","3","20","Low","1","-1.48","Low","1","-3.25","Low",0,0,0,0,"6639_2013-10-10"
"5086","2","17","Low","6","-0.54","Medium","1","-2.97","Low",0,0,0,0,"6640_2014-09-15"
"5087","3","19","Low","10","0.71","High","8","-1.23","High",1,1,1,0,"6641_2013-10-01"
"5088","2","16","Low","3","-0.93","Low","2","-2.69","Low",0,0,0,0,"6642_2014-02-14"
"5089","1","13","Low","3","-0.95","Low","2","-2.58","Low",1,0,0,0,"6643_2014-12-22"
"5090","9","32","High","7","0.04","Medium","7","-1.39","Medium",1,1,1,0,"6646_2013-11-05"
"5091","6","24","Medium","8","0.11","High","7","-1.39","Medium",0,0,NA,NA,"6646_2014-05-23"
"5092","7","26","Medium","2","-1.11","Low","1","-2.96","Low",0,0,0,0,"6648_2014-06-02"
"5093","5","23","Medium","5","-0.33","Medium","2","-2.94","Low",1,1,1,0,"6649_2013-09-29"
"5094","1","15","Low","8","0.2","High","8","-1.23","High",1,1,1,1,"6650_2013-01-18"
"5095","1","15","Low","5","-0.36","Medium","5","-1.77","Medium",0,0,NA,NA,"6650_2014-07-29"
"5096","2","17","Low","4","-0.96","Low","3","-2.27","Low",0,0,0,0,"6651_2013-02-01"
"5097","3","19","Low","8","0.17","High","5","-1.89","Medium",1,0,1,0,"6652_2014-09-23"
"5098","3","20","Low","7","0.06","Medium","6","-1.64","Medium",1,0,1,0,"6654_2014-09-11"
"5099","1","13","Low","1","-1.96","Low","1","-3.5","Low",0,0,0,0,"6655_2013-10-30"
"5100","3","19","Low","4","-0.55","Low","1","-2.98","Low",1,1,1,0,"6658_2014-09-17"
"5101","1","14","Low","7","-0.04","Medium","8","-1.09","High",0,0,0,0,"6659_2014-03-02"
"5102","2","17","Low","2","-1.05","Low","2","-2.87","Low",1,1,1,0,"6660_2013-04-11"
"5103","1","13","Low","2","-1.1","Low","3","-2.29","Low",0,0,0,0,"6661_2013-12-30"
"5104","1","13","Low","1","-1.91","Low","1","-3.59","Low",0,0,0,0,"6662_2013-04-22"
"5105","3","19","Low","4","-0.71","Low","2","-2.72","Low",0,0,0,0,"6663_2013-10-03"
"5106","3","18","Low","2","-1.14","Low","1","-3.03","Low",0,0,0,0,"6664_2014-07-05"
"5107","7","26","Medium","8","-0.11","High","10","-0.48","High",0,0,0,0,"6665_2013-01-25"
"5108","1","13","Low","1","-2.26","Low","1","-3.3","Low",0,0,0,0,"6666_2014-10-20"
"5109","1","11","Low","4","-0.84","Low","4","-2","Low",0,0,0,0,"6667_2013-05-30"
"5110","1","12","Low","2","-1.31","Low","3","-2.31","Low",1,0,1,0,"6668_2013-02-28"
"5111","3","18","Low","5","-0.5","Medium","7","-1.48","Medium",1,0,1,0,"6670_2013-10-21"
"5112","6","24","Medium","6","-0.37","Medium","4","-2.12","Low",1,0,1,0,"6671_2014-05-10"
"5113","2","17","Low","10","0.96","High","10","-0.31","High",1,0,1,0,"6672_2013-08-25"
"5114","8","28","High","8","0.15","High","7","-1.3","Medium",0,0,0,0,"6673_2014-11-14"
"5115","3","18","Low","1","-1.4","Low","1","-3.05","Low",0,0,0,0,"6675_2014-04-15"
"5116","1","14","Low","1","-1.77","Low","1","-3.31","Low",0,0,0,0,"6677_2014-06-30"
"5117","3","19","Low","3","-0.88","Low","2","-2.72","Low",0,0,0,0,"6678_2014-09-29"
"5118","3","18","Low","7","-0.28","Medium","4","-2.01","Low",1,1,1,1,"6679_2014-07-08"
"5119","1","15","Low","5","-0.65","Medium","3","-2.47","Low",0,0,0,0,"6680_2014-07-07"
"5120","3","19","Low","8","0.28","High","8","-1.01","High",0,0,0,0,"6682_2014-12-12"
"5121","1","13","Low","6","-0.4","Medium","5","-1.74","Medium",1,1,1,0,"6683_2014-10-24"
"5122","3","20","Low","5","-0.34","Medium","4","-2.09","Low",0,0,0,0,"6685_2013-01-09"
"5123","2","16","Low","8","0.1","High","5","-1.96","Medium",1,0,1,0,"6687_2013-04-17"
"5124","2","17","Low","4","-0.62","Low","1","-3.05","Low",0,0,0,0,"6688_2013-12-10"
"5125","1","13","Low","1","-2.29","Low","1","-3.79","Low",0,0,0,0,"6689_2014-02-10"
"5126","1","15","Low","10","0.7","High","10","-0.53","High",1,0,1,1,"6690_2013-05-17"
"5127","1","15","Low","2","-1.21","Low","1","-3.14","Low",0,0,0,0,"6692_2013-12-12"
"5128","8","29","High","3","-0.88","Low","4","-2.17","Low",0,0,0,0,"6693_2013-04-15"
"5129","4","21","Low","1","-1.52","Low","1","-3.6","Low",0,0,0,0,"6694_2014-11-08"
"5130","3","18","Low","7","0.07","Medium","5","-1.84","Medium",0,0,0,0,"6696_2013-05-10"
"5131","7","26","Medium","5","-0.48","Medium","2","-2.69","Low",0,0,0,0,"6697_2013-01-07"
"5132","5","22","Medium","8","0.13","High","4","-2.18","Low",1,1,1,1,"6698_2013-12-03"
"5133","6","23","Medium","7","-0.31","Medium","2","-2.68","Low",0,0,0,0,"6699_2013-12-06"
"5134","1","11","Low","1","-2.04","Low","1","-3.49","Low",0,0,0,0,"6702_2013-08-29"
"5135","2","16","Low","5","-0.47","Medium","2","-2.82","Low",0,0,0,0,"6704_2013-12-17"
"5136","3","18","Low","8","-0.05","High","5","-1.8","Medium",0,0,0,0,"6705_2013-02-13"
"5137","8","28","High","10","0.73","High","7","-1.37","Medium",1,0,1,0,"6706_2013-11-04"
"5138","1","12","Low","1","-1.43","Low","2","-2.77","Low",0,0,0,0,"6707_2014-10-24"
"5139","1","12","Low","2","-1.24","Low","2","-2.74","Low",0,0,1,0,"6708_2013-05-02"
"5140","7","26","Medium","6","-0.55","Medium","5","-1.75","Medium",0,0,0,0,"6709_2014-01-03"
"5141","1","13","Low","2","-1.38","Low","3","-2.36","Low",0,0,0,0,"6710_2014-11-16"
"5142","1","13","Low","4","-0.53","Low","3","-2.3","Low",0,0,0,0,"6711_2014-08-23"
"5143","1","14","Low","2","-1.31","Low","2","-2.74","Low",0,0,0,0,"6713_2013-10-15"
"5144","1","11","Low","5","-0.76","Medium","4","-2.2","Low",0,0,0,0,"6715_2013-08-04"
"5145","1","13","Low","6","-0.46","Medium","4","-2.1","Low",0,0,0,0,"6717_2013-02-19"
"5146","2","16","Low","1","-2.87","Low","1","-4.29","Low",0,0,0,0,"6718_2014-05-13"
"5147","5","22","Medium","7","-0.09","Medium","6","-1.63","Medium",1,1,1,0,"6719_2013-04-28"
"5148","1","11","Low","1","-1.96","Low","1","-3.42","Low",0,0,0,0,"6721_2013-03-25"
"5149","1","14","Low","5","-0.5","Medium","5","-1.96","Medium",0,0,0,0,"6722_2013-12-27"
"5150","3","20","Low","7","0.02","Medium","9","-0.84","High",0,0,0,0,"6723_2014-11-12"
"5151","1","13","Low","4","-0.66","Low","6","-1.54","Medium",0,0,0,0,"6724_2014-06-20"
"5152","3","19","Low","1","-1.56","Low","2","-2.63","Low",0,0,0,0,"6727_2013-02-25"
"5153","1","12","Low","1","-2","Low","1","-3.35","Low",0,0,0,0,"6728_2014-04-28"
"5154","4","20","Low","2","-1.47","Low","1","-3.04","Low",0,0,0,0,"6729_2013-10-13"
"5155","4","20","Low","6","-0.43","Medium","5","-1.97","Medium",0,0,0,0,"6730_2014-02-16"
"5156","2","16","Low","2","-1.4","Low","2","-2.74","Low",0,0,0,0,"6731_2013-04-10"
"5157","1","13","Low","4","-0.62","Low","6","-1.67","Medium",0,0,0,0,"6733_2013-02-01"
"5158","6","24","Medium","9","0.28","High","5","-1.84","Medium",0,0,0,0,"6734_2014-06-05"
"5159","1","13","Low","1","-2.32","Low","1","-3.89","Low",0,0,0,0,"6735_2014-03-24"
"5160","3","18","Low","9","0.41","High","4","-2.21","Low",0,0,0,0,"6736_2014-09-13"
"5161","3","20","Low","4","-0.72","Low","4","-2.07","Low",1,0,1,0,"6737_2014-03-31"
"5162","7","26","Medium","8","0.14","High","6","-1.65","Medium",1,1,1,1,"6739_2014-12-30"
"5163","7","25","Medium","5","-0.66","Medium","4","-1.98","Low",1,0,1,0,"6740_2013-12-19"
"5164","1","13","Low","4","-0.66","Low","6","-1.54","Medium",0,0,0,0,"6741_2013-10-10"
"5165","3","19","Low","10","0.69","High","9","-0.72","High",1,0,1,0,"6744_2013-11-10"
"5166","1","12","Low","2","-1.31","Low","2","-2.7","Low",0,0,0,0,"6745_2014-09-17"
"5167","4","21","Low","9","0.43","High","9","-0.72","High",1,1,1,1,"6747_2013-03-07"
"5168","3","19","Low","9","0.49","High","9","-0.85","High",1,1,NA,NA,"6747_2013-05-15"
"5169","3","19","Low","9","0.45","High","8","-1.01","High",1,1,NA,NA,"6747_2014-06-17"
"5170","1","11","Low","3","-1","Low","4","-2.04","Low",0,0,0,0,"6748_2013-09-16"
"5171","3","18","Low","10","0.52","High","6","-1.6","Medium",0,0,0,0,"6749_2013-10-25"
"5172","1","13","Low","4","-0.82","Low","5","-1.88","Medium",0,0,0,0,"6754_2013-08-07"
"5173","1","11","Low","4","-0.97","Low","6","-1.65","Medium",1,1,1,1,"6755_2014-11-19"
"5174","2","17","Low","1","-1.43","Low","2","-2.87","Low",1,1,1,1,"6756_2014-01-24"
"5175","1","14","Low","1","-1.88","Low","1","-3.28","Low",1,1,1,1,"6758_2013-03-25"
"5176","1","13","Low","3","-1.05","Low","2","-2.89","Low",0,0,NA,NA,"6758_2014-08-14"
"5177","3","20","Low","9","0.5","High","6","-1.71","Medium",1,0,1,0,"6759_2013-02-17"
"5178","4","21","Low","7","-0.08","Medium","7","-1.29","Medium",0,0,0,0,"6760_2013-01-04"
"5179","1","13","Low","2","-1.44","Low","1","-2.97","Low",0,0,0,0,"6763_2014-01-11"
"5180","5","23","Medium","8","0.3","High","4","-2.16","Low",1,0,1,0,"6766_2014-10-26"
"5181","6","24","Medium","8","0.27","High","6","-1.65","Medium",1,0,NA,NA,"6766_2014-11-05"
"5182","1","13","Low","1","-2.08","Low","1","-3.81","Low",0,0,0,0,"6767_2014-11-22"
"5183","4","20","Low","2","-1.59","Low","1","-3.25","Low",0,0,0,0,"6769_2013-08-23"
"5184","1","14","Low","5","-0.36","Medium","3","-2.27","Low",0,0,0,0,"6770_2014-11-20"
"5185","10","44","High","7","0","Medium","1","-3.31","Low",0,0,0,0,"6771_2013-09-04"
"5186","1","12","Low","6","-0.44","Medium","6","-1.54","Medium",0,0,0,0,"6772_2014-12-23"
"5187","2","16","Low","2","-1.38","Low","2","-2.72","Low",0,0,0,0,"6773_2013-10-28"
"5188","5","22","Medium","9","0.43","High","8","-1.02","High",1,0,1,0,"6775_2013-01-26"
"5189","3","18","Low","3","-0.93","Low","1","-3.49","Low",0,0,0,0,"6776_2013-11-09"
"5190","7","26","Medium","4","-0.7","Low","1","-3.03","Low",0,0,NA,NA,"6776_2013-12-04"
"5191","1","12","Low","1","-1.92","Low","1","-3.55","Low",0,0,0,0,"6777_2014-10-17"
"5192","3","20","Low","7","-0.03","Medium","6","-1.73","Medium",1,0,0,0,"6778_2013-08-22"
"5193","5","22","Medium","1","-1.74","Low","1","-3.15","Low",0,0,0,0,"6779_2014-06-21"
"5194","1","13","Low","1","-1.79","Low","1","-3.23","Low",0,0,0,0,"6780_2013-11-20"
"5195","3","18","Low","2","-1.17","Low","3","-2.39","Low",0,0,0,0,"6781_2013-05-15"
"5196","9","30","High","9","0.38","High","6","-1.62","Medium",1,0,1,0,"6783_2014-03-06"
"5197","2","17","Low","1","-1.92","Low","1","-3.42","Low",0,0,0,0,"6784_2013-09-09"
"5198","3","19","Low","3","-0.96","Low","1","-3.11","Low",0,0,0,0,"6786_2013-07-15"
"5199","3","20","Low","3","-0.83","Low","4","-2.23","Low",0,0,0,0,"6788_2013-02-06"
"5200","1","13","Low","2","-1.59","Low","1","-3.07","Low",0,0,0,0,"6790_2014-07-10"
"5201","2","17","Low","1","-2.41","Low","1","-4.04","Low",0,0,0,0,"6791_2013-04-27"
"5202","2","16","Low","3","-1.07","Low","2","-2.62","Low",0,0,0,0,"6793_2013-10-20"
"5203","1","13","Low","4","-0.61","Low","3","-2.32","Low",1,0,1,0,"6794_2014-01-27"
"5204","2","16","Low","2","-1.26","Low","3","-2.33","Low",1,1,1,1,"6796_2014-11-28"
"5205","1","11","Low","1","-1.64","Low","2","-2.92","Low",0,0,0,0,"6797_2014-07-21"
"5206","1","13","Low","5","-0.36","Medium","6","-1.56","Medium",0,0,0,0,"6798_2013-11-19"
"5207","1","13","Low","3","-0.93","Low","4","-2.21","Low",0,0,0,0,"6799_2014-08-13"
"5208","2","17","Low","3","-0.87","Low","5","-1.84","Medium",0,0,0,0,"6800_2013-12-10"
"5209","5","22","Medium","8","0.16","High","5","-1.89","Medium",0,0,0,0,"6801_2013-10-04"
"5210","4","20","Low","1","-2.04","Low","1","-3.49","Low",0,0,0,0,"6802_2014-01-10"
"5211","3","19","Low","2","-1.05","Low","2","-2.89","Low",1,0,1,0,"6803_2013-05-09"
"5212","1","14","Low","2","-1.26","Low","1","-3.36","Low",1,0,1,0,"6804_2013-09-15"
"5213","1","14","Low","3","-1","Low","5","-1.82","Medium",0,0,1,0,"6805_2013-04-25"
"5214","10","34","High","8","0.08","High","8","-1.25","High",0,0,0,0,"6806_2013-01-31"
"5215","2","16","Low","1","-1.46","Low","2","-2.91","Low",0,0,0,0,"6808_2013-12-27"
