"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"3245","1","13","Low","2","-1.45","Low","2","-2.76","Low",0,0,0,0,"6816_2013-10-05"
"3246","4","20","Low","4","-0.96","Low","1","-3.21","Low",1,0,1,0,"6818_2013-01-14"
"3247","1","11","Low","3","-0.92","Low","4","-2.21","Low",0,0,0,0,"6820_2013-08-07"
"3248","3","18","Low","3","-0.95","Low","2","-2.64","Low",0,0,0,0,"6824_2013-01-03"
"3249","1","11","Low","4","-0.61","Low","5","-1.92","Medium",1,0,1,0,"6827_2013-03-22"
"3250","1","13","Low","2","-1.2","Low","3","-2.46","Low",0,0,0,0,"6828_2013-12-15"
"3251","2","17","Low","1","-1.91","Low","1","-3.27","Low",0,0,0,0,"6834_2014-03-18"
"3252","1","15","Low","1","-2.01","Low","1","-4.15","Low",0,0,0,0,"6835_2013-12-27"
"3253","2","16","Low","3","-0.75","Low","5","-1.84","Medium",1,1,1,1,"6836_2014-03-26"
"3254","4","20","Low","5","-0.76","Medium","1","-3","Low",1,0,1,0,"6838_2013-05-07"
"3255","2","16","Low","3","-0.9","Low","3","-2.42","Low",1,0,1,0,"6840_2013-12-04"
"3256","1","15","Low","7","0.06","Medium","6","-1.62","Medium",0,0,0,0,"6845_2013-05-07"
"3257","1","13","Low","6","-0.3","Medium","8","-1.17","High",1,1,1,0,"6846_2013-08-05"
"3258","3","20","Low","9","0.46","High","3","-2.5","Low",1,1,1,0,"6850_2014-03-25"
"3259","1","12","Low","2","-1.04","Low","3","-2.45","Low",1,0,1,0,"6852_2013-03-22"
"3260","1","12","Low","2","-1.49","Low","2","-2.78","Low",0,0,0,0,"6857_2013-03-20"
"3261","1","15","Low","2","-1.32","Low","1","-3.72","Low",1,0,0,0,"6858_2013-11-12"
"3262","5","23","Medium","4","-0.7","Low","3","-2.27","Low",0,0,1,0,"6862_2013-12-17"
"3263","5","23","Medium","3","-0.89","Low","3","-2.44","Low",0,0,0,0,"6863_2013-03-24"
"3264","2","17","Low","10","1.01","High","4","-2","Low",1,0,1,0,"6864_2013-05-10"
"3265","1","11","Low","5","-0.74","Medium","5","-1.86","Medium",0,0,0,0,"6866_2014-01-29"
"3266","3","18","Low","8","0.27","High","2","-2.92","Low",0,0,0,0,"6868_2013-02-22"
"3267","10","38","High","10","0.92","High","9","-0.87","High",0,0,0,0,"6870_2013-09-20"
"3268","2","16","Low","2","-1.36","Low","1","-3.74","Low",0,0,0,0,"6872_2013-01-08"
"3269","1","15","Low","8","0.29","High","8","-1.12","High",0,0,0,0,"6875_2013-04-07"
"3270","1","14","Low","2","-1.61","Low","1","-3.03","Low",0,0,0,0,"6877_2013-04-17"
"3271","10","34","High","6","-0.19","Medium","3","-2.26","Low",1,0,1,0,"6878_2013-04-12"
"3272","1","12","Low","1","-1.57","Low","1","-3.13","Low",0,0,0,0,"6881_2013-07-23"
"3273","3","19","Low","9","0.5","High","8","-1.09","High",1,0,1,0,"6882_2013-03-13"
"3274","5","22","Medium","2","-1.55","Low","1","-3.64","Low",0,0,0,0,"6883_2013-05-13"
"3275","7","26","Medium","8","0.27","High","3","-2.3","Low",0,0,0,0,"6884_2013-08-11"
"3276","9","31","High","8","0.1","High","2","-2.79","Low",1,1,1,0,"6886_2013-07-12"
"3277","5","23","Medium","4","-0.71","Low","4","-2.03","Low",1,0,1,0,"6889_2013-01-20"
"3278","3","19","Low","4","-0.72","Low","7","-1.45","Medium",1,1,1,0,"6892_2013-10-24"
"3279","3","18","Low","5","-0.45","Medium","5","-1.93","Medium",0,0,0,0,"6893_2013-03-02"
"3280","3","18","Low","10","0.98","High","9","-0.85","High",1,1,1,1,"6896_2013-11-30"
"3281","3","20","Low","2","-1.08","Low","2","-2.84","Low",0,0,0,0,"6899_2013-01-10"
"3282","1","15","Low","4","-0.56","Low","3","-2.26","Low",1,0,1,0,"6900_2013-02-26"
"3283","3","19","Low","7","-0.18","Medium","4","-2.02","Low",0,0,0,0,"6901_2014-01-23"
"3284","1","11","Low","4","-0.94","Low","4","-2.02","Low",0,0,0,0,"6904_2013-12-23"
"3285","1","15","Low","3","-1.08","Low","3","-2.55","Low",0,0,0,0,"6906_2013-06-17"
"3286","6","24","Medium","9","0.45","High","8","-1.19","High",1,1,1,0,"6910_2013-12-09"
"3287","2","17","Low","7","-0.06","Medium","2","-2.63","Low",1,1,1,1,"6915_2013-01-13"
"3288","3","18","Low","6","-0.19","Medium","5","-1.77","Medium",0,0,0,0,"6916_2013-02-23"
"3289","3","18","Low","1","-1.58","Low","1","-3.41","Low",0,0,0,0,"6917_2014-03-02"
"3290","5","22","Medium","3","-1.1","Low","3","-2.41","Low",1,1,1,1,"6919_2013-01-10"
"3291","7","26","Medium","6","-0.26","Medium","2","-2.83","Low",0,0,0,0,"6920_2013-02-06"
"3292","1","15","Low","3","-0.94","Low","2","-2.79","Low",0,0,0,0,"6923_2013-04-06"
"3293","2","16","Low","9","0.38","High","7","-1.4","Medium",1,0,1,0,"6924_2013-01-04"
"3294","1","13","Low","3","-0.85","Low","2","-2.74","Low",1,0,1,0,"6926_2013-02-05"
"3295","7","27","Medium","5","-0.37","Medium","4","-2.21","Low",1,1,1,1,"6927_2013-11-12"
"3296","5","22","Medium","3","-0.93","Low","1","-3.1","Low",0,0,0,0,"6929_2013-09-07"
"3297","1","14","Low","2","-1.33","Low","2","-2.68","Low",0,0,0,0,"6931_2013-02-04"
"3298","1","13","Low","7","0.03","Medium","6","-1.6","Medium",1,1,1,0,"6932_2013-01-10"
"3299","5","22","Medium","3","-1.25","Low","2","-2.79","Low",0,0,0,0,"6934_2013-12-19"
"3300","1","15","Low","5","-0.36","Medium","7","-1.38","Medium",1,1,1,1,"6935_2013-01-27"
"3301","2","17","Low","6","-0.27","Medium","8","-1.15","High",1,1,1,1,"6936_2013-12-16"
"3302","1","11","Low","4","-1","Low","3","-2.43","Low",0,0,0,0,"6937_2013-04-17"
"3303","7","27","Medium","1","-1.65","Low","1","-3.43","Low",0,0,0,0,"6939_2013-01-16"
"3304","3","19","Low","2","-1.57","Low","1","-3.81","Low",1,0,1,0,"6941_2013-03-18"
"3305","2","16","Low","3","-1.22","Low","3","-2.4","Low",1,0,1,0,"6943_2014-03-20"
"3306","1","11","Low","1","-2.21","Low","1","-3.75","Low",0,0,0,0,"6944_2014-03-18"
"3307","2","16","Low","5","-0.45","Medium","3","-2.26","Low",0,0,0,0,"6948_2013-03-18"
"3308","1","13","Low","1","-1.84","Low","1","-3.18","Low",1,0,1,0,"6949_2014-03-09"
"3309","9","33","High","6","-0.17","Medium","3","-2.53","Low",0,0,0,0,"6950_2013-03-09"
"3310","1","14","Low","5","-0.46","Medium","6","-1.6","Medium",0,0,0,0,"6952_2014-02-03"
"3311","1","14","Low","9","0.44","High","9","-0.7","High",1,1,1,0,"6955_2013-08-28"
"3312","2","16","Low","8","0.17","High","8","-1.05","High",0,0,0,0,"6956_2013-12-09"
"3313","3","20","Low","9","0.48","High","5","-1.87","Medium",1,1,1,1,"6957_2013-01-02"
"3314","1","15","Low","4","-0.69","Low","2","-2.82","Low",0,0,0,0,"6959_2013-04-20"
"3315","1","13","Low","1","-1.75","Low","1","-3.1","Low",0,0,0,0,"6960_2013-10-28"
"3316","3","19","Low","8","0.14","High","6","-1.58","Medium",1,0,1,0,"6961_2014-01-19"
"3317","4","21","Low","2","-1.46","Low","1","-3.58","Low",0,0,0,0,"6963_2013-10-02"
"3318","1","12","Low","1","-1.65","Low","1","-3.26","Low",0,0,0,0,"6966_2013-12-27"
"3319","1","11","Low","4","-0.68","Low","7","-1.41","Medium",0,0,0,0,"6967_2013-10-24"
"3320","5","23","Medium","6","-0.28","Medium","2","-2.6","Low",1,0,1,0,"6968_2013-01-20"
"3321","1","15","Low","4","-0.61","Low","3","-2.24","Low",0,0,0,0,"6976_2013-12-10"
"3322","1","13","Low","2","-1.19","Low","2","-2.56","Low",0,0,0,0,"6979_2013-03-23"
"3323","2","16","Low","1","-1.66","Low","1","-3.34","Low",1,0,1,0,"6981_2013-10-18"
"3324","6","24","Medium","2","-1.33","Low","1","-3.67","Low",1,0,1,0,"6982_2013-07-12"
"3325","3","20","Low","1","-1.59","Low","1","-3.49","Low",0,0,0,0,"6983_2013-06-28"
"3326","2","16","Low","6","-0.24","Medium","6","-1.57","Medium",0,0,0,0,"6984_2013-04-07"
"3327","5","22","Medium","5","-0.38","Medium","3","-2.39","Low",0,0,0,0,"6986_2013-12-16"
"3328","2","17","Low","1","-2.03","Low","1","-3.49","Low",0,0,0,0,"6987_2013-02-16"
"3329","2","16","Low","3","-0.82","Low","2","-2.67","Low",1,1,1,0,"6989_2013-03-29"
"3330","1","14","Low","3","-0.89","Low","2","-2.77","Low",1,0,1,0,"6991_2013-08-30"
"3331","1","13","Low","4","-0.58","Low","5","-1.95","Medium",1,0,1,0,"6997_2013-01-27"
"3332","1","14","Low","4","-0.63","Low","4","-2.1","Low",0,0,0,0,"6999_2014-02-20"
"3333","5","23","Medium","2","-1.05","Low","1","-3.39","Low",1,0,1,0,"7003_2013-01-15"
"3334","2","16","Low","6","-0.23","Medium","5","-1.96","Medium",0,0,0,0,"7004_2013-05-04"
"3335","4","20","Low","3","-1.16","Low","2","-2.85","Low",0,0,0,0,"7007_2013-04-30"
"3336","8","30","High","8","0.09","High","6","-1.56","Medium",1,0,1,0,"7008_2013-03-30"
"3337","3","20","Low","3","-0.79","Low","1","-3.47","Low",1,0,1,0,"7010_2013-02-13"
"3338","1","12","Low","2","-1.22","Low","3","-2.48","Low",0,0,0,0,"7012_2013-10-20"
"3339","1","13","Low","2","-1.02","Low","5","-1.96","Medium",0,0,0,0,"7015_2013-03-09"
"3340","3","18","Low","7","-0.03","Medium","5","-1.93","Medium",0,0,0,0,"7019_2013-05-23"
"3341","1","11","Low","3","-0.89","Low","4","-2.09","Low",1,0,1,0,"7022_2013-09-06"
"3342","1","14","Low","5","-0.33","Medium","3","-2.25","Low",0,0,0,0,"7023_2013-01-30"
"3343","8","29","High","7","-0.06","Medium","8","-1.11","High",0,0,0,0,"7024_2013-09-11"
"3344","1","11","Low","1","-1.74","Low","1","-3.15","Low",1,1,1,1,"7025_2014-03-26"
"3345","1","14","Low","1","-2.18","Low","1","-3.73","Low",1,0,1,0,"7027_2014-02-15"
"3346","6","24","Medium","3","-0.86","Low","2","-2.74","Low",1,0,1,0,"7028_2013-03-22"
"3347","10","35","High","9","0.56","High","9","-0.71","High",1,0,1,1,"7029_2013-10-05"
"3348","2","16","Low","1","-1.59","Low","2","-2.88","Low",0,0,0,0,"7030_2013-08-26"
"3349","3","18","Low","2","-1.55","Low","1","-3.28","Low",0,0,0,0,"7032_2013-06-24"
"3350","1","15","Low","7","-0.03","Medium","6","-1.73","Medium",0,0,1,0,"7033_2013-09-24"
"3351","1","14","Low","3","-0.88","Low","3","-2.49","Low",1,1,1,1,"7034_2013-01-25"
"3352","1","11","Low","1","-1.39","Low","2","-2.7","Low",1,0,1,0,"7036_2013-04-21"
"3353","3","20","Low","10","0.74","High","4","-2.02","Low",0,0,0,0,"7038_2013-10-31"
"3354","1","13","Low","1","-1.71","Low","1","-3.17","Low",1,0,1,0,"7039_2014-02-26"
"3355","5","23","Medium","9","0.59","High","9","-0.96","High",0,0,0,0,"7040_2013-04-07"
"3356","1","12","Low","5","-0.46","Medium","6","-1.56","Medium",1,1,1,0,"7041_2013-02-01"
"3357","1","14","Low","3","-0.82","Low","3","-2.33","Low",0,0,0,0,"7043_2013-03-28"
"3358","1","13","Low","5","-0.4","Medium","6","-1.56","Medium",0,0,0,0,"7044_2013-10-30"
"3359","3","18","Low","6","-0.29","Medium","2","-2.86","Low",0,0,0,0,"7047_2013-04-03"
"3360","2","16","Low","2","-1.28","Low","3","-2.44","Low",1,0,1,0,"7048_2013-05-08"
"3361","1","15","Low","1","-1.6","Low","1","-3.71","Low",0,0,0,0,"7051_2013-12-18"
"3362","1","14","Low","4","-0.69","Low","3","-2.35","Low",0,0,0,0,"7053_2013-04-13"
"3363","1","15","Low","1","-2.18","Low","1","-3.57","Low",0,0,0,0,"7054_2013-03-11"
"3364","1","13","Low","5","-0.45","Medium","3","-2.32","Low",0,0,0,0,"7055_2013-08-30"
"3365","3","19","Low","5","-0.51","Medium","4","-2.18","Low",1,0,1,0,"7061_2013-01-16"
"3366","2","17","Low","4","-0.63","Low","4","-2.19","Low",1,0,1,0,"7064_2013-02-27"
"3367","2","16","Low","9","0.42","High","7","-1.46","Medium",1,1,1,1,"7067_2013-03-01"
"3368","2","17","Low","9","0.29","High","5","-1.92","Medium",1,0,1,0,"7074_2013-11-09"
"3369","3","18","Low","2","-1.63","Low","2","-2.82","Low",1,0,1,0,"7076_2013-12-10"
"3370","7","27","Medium","9","0.32","High","5","-1.74","Medium",1,1,1,0,"7077_2013-12-07"
"3371","3","18","Low","7","-0.07","Medium","5","-1.93","Medium",0,0,0,0,"7079_2013-04-08"
"3372","3","19","Low","1","-2.3","Low","1","-3.88","Low",0,0,0,0,"7080_2013-08-01"
"3373","3","20","Low","7","0.01","Medium","4","-2.02","Low",0,0,0,0,"7082_2013-01-19"
"3374","1","12","Low","5","-0.73","Medium","2","-2.8","Low",0,0,0,0,"7084_2013-07-22"
"3375","1","13","Low","1","-2.32","Low","1","-3.33","Low",0,0,0,0,"7087_2013-09-20"
"3376","3","20","Low","5","-0.4","Medium","3","-2.29","Low",0,0,0,0,"7095_2013-03-04"
"3377","1","13","Low","2","-1.18","Low","1","-3.08","Low",0,0,0,0,"7099_2013-10-14"
"3378","2","17","Low","9","0.47","High","7","-1.42","Medium",1,0,1,0,"7100_2013-10-01"
"3379","1","13","Low","5","-0.68","Medium","4","-2.06","Low",0,0,0,0,"7101_2013-12-14"
"3380","7","26","Medium","6","-0.13","Medium","4","-2.15","Low",1,1,1,1,"7104_2013-01-24"
"3381","6","25","Medium","5","-0.4","Medium","3","-2.3","Low",1,0,1,0,"7107_2013-10-24"
"3382","5","23","Medium","5","-0.37","Medium","1","-3.06","Low",0,0,0,0,"7109_2013-02-05"
"3383","2","17","Low","3","-0.84","Low","2","-2.79","Low",1,0,1,0,"7111_2013-02-12"
"3384","1","11","Low","3","-0.86","Low","5","-1.87","Medium",1,1,1,0,"7114_2013-01-11"
"3385","4","21","Low","8","0.22","High","8","-1","High",0,0,1,0,"7116_2013-08-01"
"3386","1","12","Low","1","-1.87","Low","1","-4.14","Low",1,0,1,0,"7117_2013-01-19"
"3387","1","14","Low","5","-0.34","Medium","6","-1.5","Medium",0,0,0,0,"7119_2013-08-15"
"3388","5","22","Medium","4","-0.53","Low","2","-2.7","Low",1,0,1,1,"7120_2013-02-05"
"3389","4","21","Low","1","-1.97","Low","1","-3.57","Low",0,0,0,0,"7121_2013-04-04"
"3390","1","13","Low","2","-1.01","Low","3","-2.38","Low",1,1,1,1,"7123_2014-01-16"
"3391","1","15","Low","7","-0.19","Medium","3","-2.45","Low",0,0,1,0,"7125_2013-03-18"
"3392","1","12","Low","1","-1.81","Low","1","-3.25","Low",0,0,0,0,"7126_2014-03-30"
"3393","2","16","Low","6","-0.26","Medium","6","-1.55","Medium",0,0,0,0,"7127_2013-05-21"
"3394","4","21","Low","7","0.07","Medium","2","-2.75","Low",0,0,0,0,"7129_2013-06-05"
"3395","6","25","Medium","3","-0.8","Low","5","-1.96","Medium",1,1,1,1,"7130_2013-11-12"
"3396","1","13","Low","1","-1.87","Low","1","-3.34","Low",0,0,0,0,"7139_2013-06-19"
"3397","1","15","Low","1","-1.86","Low","1","-3.69","Low",0,0,0,0,"7141_2014-03-19"
"3398","3","18","Low","2","-1.38","Low","1","-3.18","Low",0,0,0,0,"7142_2013-11-22"
"3399","5","22","Medium","4","-0.55","Low","5","-1.97","Medium",1,1,1,1,"7145_2013-05-25"
"3400","5","22","Medium","7","-0.02","Medium","5","-1.81","Medium",0,0,0,0,"7148_2013-01-28"
"3401","1","12","Low","4","-0.7","Low","5","-1.8","Medium",0,0,1,0,"7149_2013-01-25"
"3402","1","15","Low","8","0.03","High","9","-0.7","High",1,0,1,0,"7150_2013-05-28"
"3403","2","16","Low","4","-0.71","Low","6","-1.58","Medium",0,0,0,0,"7153_2014-02-15"
"3404","1","14","Low","1","-1.89","Low","1","-3.46","Low",0,0,0,0,"7154_2013-02-03"
"3405","5","22","Medium","3","-0.99","Low","3","-2.55","Low",0,0,0,0,"7156_2013-01-04"
"3406","3","18","Low","2","-1.13","Low","2","-2.76","Low",0,0,0,0,"7157_2014-03-09"
"3407","2","16","Low","6","-0.23","Medium","3","-2.48","Low",1,0,1,0,"7158_2013-11-20"
"3408","1","15","Low","2","-1.19","Low","2","-2.92","Low",0,0,0,0,"7159_2013-09-24"
"3409","3","18","Low","5","-0.6","Medium","2","-2.64","Low",0,0,0,0,"7166_2013-07-22"
"3410","1","13","Low","5","-0.62","Medium","1","-3.12","Low",0,0,0,0,"7167_2013-01-28"
"3411","3","19","Low","5","-0.33","Medium","6","-1.7","Medium",0,0,1,1,"7170_2013-02-19"
"3412","6","25","Medium","7","0.02","Medium","5","-1.76","Medium",0,0,0,0,"7174_2013-01-18"
"3413","1","11","Low","1","-1.82","Low","1","-3.31","Low",0,0,0,0,"7176_2013-05-27"
"3414","1","11","Low","2","-1.05","Low","5","-1.86","Medium",0,0,0,0,"7177_2013-05-07"
"3415","6","24","Medium","6","-0.26","Medium","7","-1.41","Medium",1,0,1,0,"7178_2014-02-26"
"3416","3","18","Low","4","-0.74","Low","3","-2.26","Low",1,0,0,0,"7180_2013-08-10"
"3417","2","16","Low","8","0.15","High","8","-1.12","High",1,0,1,0,"7184_2013-04-26"
"3418","7","27","Medium","4","-0.61","Low","1","-3.4","Low",0,0,0,0,"7185_2014-03-30"
"3419","1","11","Low","4","-0.54","Low","7","-1.48","Medium",1,0,1,0,"7189_2013-05-27"
"3420","1","15","Low","1","-2.41","Low","1","-4.09","Low",0,0,0,0,"7192_2013-04-19"
"3421","1","13","Low","6","-0.21","Medium","3","-2.31","Low",0,0,0,0,"7197_2013-03-05"
"3422","1","12","Low","6","-0.29","Medium","6","-1.58","Medium",1,0,1,0,"7198_2014-01-08"
"3423","1","13","Low","6","-0.22","Medium","4","-2.16","Low",0,0,0,0,"7199_2013-10-28"
"3424","4","21","Low","1","-1.41","Low","2","-2.77","Low",0,0,0,0,"7203_2013-05-01"
"3425","2","16","Low","3","-0.83","Low","2","-2.67","Low",0,0,0,0,"7204_2014-03-09"
"3426","9","33","High","8","0.29","High","5","-1.97","Medium",1,0,1,0,"7205_2014-02-10"
"3427","2","17","Low","2","-1.17","Low","2","-2.7","Low",1,1,1,0,"7206_2013-04-25"
"3428","5","23","Medium","8","0.18","High","9","-0.99","High",0,0,0,0,"7210_2013-02-02"
"3429","3","20","Low","7","-0.08","Medium","3","-2.41","Low",1,1,1,1,"7211_2013-10-31"
"3430","4","21","Low","8","0.29","High","6","-1.72","Medium",1,1,1,1,"7216_2014-03-04"
"3431","3","20","Low","4","-0.74","Low","2","-2.74","Low",0,0,0,0,"7218_2013-02-20"
"3432","3","20","Low","4","-0.71","Low","5","-1.88","Medium",0,0,0,0,"7219_2013-04-01"
"3433","1","13","Low","1","-1.78","Low","1","-3.58","Low",0,0,0,0,"7223_2013-05-13"
"3434","8","29","High","6","-0.13","Medium","7","-1.32","Medium",1,1,1,0,"7225_2013-01-24"
"3435","6","24","Medium","4","-0.6","Low","1","-3.21","Low",1,0,1,0,"7226_2013-11-02"
"3436","5","22","Medium","2","-1.33","Low","1","-3.48","Low",0,0,0,0,"7227_2013-11-23"
"3437","2","17","Low","4","-0.74","Low","4","-2.23","Low",1,0,1,0,"7228_2013-03-10"
"3438","5","22","Medium","10","0.64","High","2","-2.76","Low",0,0,0,0,"7230_2013-10-30"
"3439","3","20","Low","7","-0.07","Medium","3","-2.38","Low",0,0,0,0,"7231_2013-05-24"
"3440","3","18","Low","5","-0.43","Medium","1","-3.01","Low",0,0,0,0,"7234_2014-02-25"
"3441","2","17","Low","4","-0.54","Low","3","-2.29","Low",0,0,0,0,"7237_2014-01-10"
"3442","1","12","Low","1","-2.42","Low","1","-3.96","Low",0,0,0,0,"7238_2013-01-18"
"3443","3","18","Low","2","-1.34","Low","2","-2.71","Low",1,0,1,0,"7239_2013-11-01"
"3444","5","23","Medium","3","-0.88","Low","1","-3.01","Low",0,0,0,0,"7240_2014-03-23"
"3445","3","18","Low","4","-0.91","Low","5","-1.91","Medium",0,0,0,0,"7242_2013-10-07"
"3446","1","14","Low","3","-0.84","Low","3","-2.4","Low",1,0,1,0,"7243_2013-08-01"
"3447","5","23","Medium","8","0.24","High","6","-1.57","Medium",1,1,1,1,"7245_2013-09-12"
"3448","2","17","Low","5","-0.7","Medium","4","-2.04","Low",1,1,1,0,"7247_2013-08-25"
"3449","1","11","Low","4","-0.63","Low","7","-1.37","Medium",1,1,1,0,"7254_2013-11-13"
"3450","1","15","Low","6","-0.22","Medium","5","-1.84","Medium",1,0,1,0,"7255_2013-05-28"
"3451","3","19","Low","3","-0.93","Low","2","-2.77","Low",0,0,0,0,"7256_2013-01-18"
"3452","1","14","Low","3","-0.91","Low","4","-2.13","Low",1,1,1,1,"7257_2013-12-15"
"3453","3","20","Low","7","0.07","Medium","5","-1.96","Medium",1,1,1,0,"7258_2013-08-30"
"3454","5","22","Medium","5","-0.43","Medium","6","-1.58","Medium",0,0,0,0,"7259_2013-11-21"
"3455","6","24","Medium","6","-0.13","Medium","2","-2.67","Low",0,0,0,0,"7265_2013-09-17"
"3456","1","11","Low","2","-1.17","Low","3","-2.36","Low",0,0,0,0,"7266_2014-02-06"
"3457","1","11","Low","1","-2.64","Low","1","-4.2","Low",0,0,0,0,"7269_2013-02-27"
"3458","9","29","High","1","-1.69","Low","1","-3.63","Low",0,0,0,0,"7271_2013-05-27"
"3459","3","20","Low","5","-0.34","Medium","2","-2.74","Low",0,0,0,0,"7272_2013-02-17"
"3460","3","19","Low","2","-1.54","Low","1","-3.28","Low",0,0,0,0,"7275_2013-11-08"
"3461","2","16","Low","9","0.33","High","6","-1.65","Medium",1,1,1,0,"7278_2013-09-19"
"3462","5","22","Medium","3","-0.96","Low","3","-2.34","Low",1,1,1,1,"7279_2013-12-27"
"3463","4","21","Low","6","-0.21","Medium","1","-3.12","Low",1,0,1,0,"7280_2014-01-10"
"3464","1","13","Low","1","-1.89","Low","1","-3.34","Low",0,0,0,0,"7281_2013-08-28"
"3465","5","22","Medium","5","-0.39","Medium","2","-2.6","Low",0,0,0,0,"7282_2014-04-22"
"3466","1","13","Low","5","-0.37","Medium","4","-2.18","Low",0,0,0,0,"7284_2013-01-04"
"3467","1","14","Low","5","-0.42","Medium","5","-1.9","Medium",0,0,0,0,"7286_2013-03-19"
"3468","3","19","Low","8","0.24","High","4","-2.05","Low",0,0,0,0,"7287_2013-02-28"
"3469","3","18","Low","6","-0.29","Medium","2","-2.79","Low",1,1,1,0,"7288_2013-01-11"
"3470","9","31","High","8","-0.04","High","5","-1.84","Medium",0,0,0,0,"7292_2013-03-13"
"3471","7","27","Medium","9","0.48","High","5","-1.78","Medium",1,1,1,0,"7294_2013-01-29"
"3472","1","14","Low","1","-2.15","Low","1","-3.35","Low",0,0,0,0,"7296_2013-03-05"
"3473","1","14","Low","2","-1.34","Low","1","-3.21","Low",0,0,0,0,"7298_2013-10-22"
"3474","3","18","Low","10","0.82","High","6","-1.53","Medium",1,1,1,0,"7299_2013-02-23"
"3475","1","11","Low","2","-1.19","Low","3","-2.49","Low",0,0,0,0,"7304_2013-08-04"
"3476","3","19","Low","1","-2.31","Low","1","-3.76","Low",1,0,1,0,"7305_2013-10-11"
"3477","1","12","Low","1","-1.54","Low","1","-3.35","Low",1,0,1,0,"7308_2013-09-24"
"3478","1","15","Low","2","-1.05","Low","2","-2.68","Low",0,0,1,0,"7310_2013-02-02"
"3479","1","13","Low","1","-2.35","Low","1","-4.01","Low",0,0,0,0,"7311_2013-02-04"
"3480","1","14","Low","4","-0.63","Low","4","-2.17","Low",1,0,1,0,"7319_2013-02-07"
"3481","2","16","Low","8","0.19","High","6","-1.65","Medium",1,0,1,0,"7320_2013-05-08"
"3482","2","16","Low","5","-0.38","Medium","6","-1.57","Medium",0,0,0,0,"7321_2013-01-31"
"3483","1","13","Low","1","-1.59","Low","2","-2.88","Low",0,0,0,0,"7324_2013-01-19"
"3484","1","15","Low","8","0.12","High","7","-1.41","Medium",0,0,1,0,"7326_2013-02-02"
"3485","2","17","Low","1","-1.7","Low","1","-3.21","Low",0,0,1,1,"7327_2013-05-12"
"3486","2","16","Low","2","-1.4","Low","2","-2.79","Low",1,1,1,0,"7330_2013-08-23"
"3487","4","21","Low","10","0.97","High","7","-1.39","Medium",1,0,1,1,"7334_2013-03-01"
"3488","1","12","Low","2","-1.13","Low","2","-2.85","Low",0,0,0,0,"7336_2013-09-19"
"3489","1","15","Low","5","-0.46","Medium","5","-1.86","Medium",1,0,1,0,"7341_2013-12-21"
"3490","2","16","Low","1","-2.06","Low","1","-3.58","Low",1,1,1,0,"7342_2014-02-04"
"3491","1","11","Low","3","-0.91","Low","4","-2.08","Low",0,0,0,0,"7343_2013-03-20"
"3492","1","13","Low","5","-0.47","Medium","5","-1.95","Medium",1,0,1,1,"7344_2013-02-11"
"3493","2","16","Low","4","-0.61","Low","5","-1.75","Medium",1,0,1,0,"7345_2013-11-01"
"3494","5","22","Medium","7","-0.28","Medium","5","-1.86","Medium",0,0,0,0,"7347_2013-08-22"
"3495","2","17","Low","2","-1.16","Low","1","-3.18","Low",0,0,0,0,"7348_2013-03-28"
"3496","2","16","Low","5","-0.38","Medium","1","-3.12","Low",0,0,0,0,"7351_2013-09-22"
"3497","1","13","Low","2","-1.51","Low","1","-3.45","Low",0,0,0,0,"7354_2013-10-30"
"3498","2","16","Low","3","-1.22","Low","1","-3.13","Low",0,0,0,0,"7355_2013-08-05"
"3499","1","15","Low","6","-0.13","Medium","7","-1.44","Medium",1,0,1,0,"7356_2013-09-05"
"3500","1","15","Low","4","-0.6","Low","3","-2.34","Low",0,0,0,0,"7358_2013-12-20"
"3501","1","11","Low","4","-0.56","Low","6","-1.71","Medium",0,0,0,0,"7359_2013-12-25"
"3502","8","27","High","9","0.4","High","8","-1.04","High",1,1,1,0,"7362_2013-09-04"
"3503","1","15","Low","3","-0.88","Low","2","-2.72","Low",0,0,0,0,"7365_2013-05-22"
"3504","1","14","Low","6","-0.24","Medium","3","-2.24","Low",1,0,1,0,"7369_2013-08-16"
"3505","5","23","Medium","7","-0.03","Medium","5","-1.76","Medium",0,0,1,1,"7370_2013-03-24"
"3506","9","32","High","9","0.37","High","7","-1.27","Medium",1,0,1,1,"7373_2013-02-02"
"3507","1","15","Low","6","-0.49","Medium","1","-3","Low",0,0,0,0,"7381_2013-11-24"
"3508","1","13","Low","3","-0.81","Low","5","-1.88","Medium",1,0,1,0,"7383_2013-02-26"
"3509","1","12","Low","1","-2.45","Low","1","-4.04","Low",1,0,1,0,"7385_2014-01-16"
"3510","1","13","Low","7","-0.12","Medium","6","-1.53","Medium",1,0,1,0,"7386_2013-02-14"
"3511","7","27","Medium","6","-0.19","Medium","3","-2.33","Low",0,0,0,0,"7387_2013-10-23"
"3512","1","11","Low","1","-1.69","Low","1","-3.06","Low",0,0,0,0,"7388_2013-09-12"
"3513","3","19","Low","9","0.4","High","9","-0.68","High",1,1,1,1,"7391_2013-12-31"
"3514","3","20","Low","3","-0.9","Low","1","-3.71","Low",0,0,0,0,"7392_2013-09-09"
