"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"5250","2","17","Low","3","-1.18","Low","1","-3.16","Low",0,0,0,0,"7168_2014-10-04"
"5251","3","18","Low","7","-0.09","Medium","4","-2.22","Low",0,0,0,0,"7169_2014-10-10"
"5252","3","19","Low","5","-0.33","Medium","6","-1.7","Medium",0,0,1,1,"7170_2013-02-19"
"5253","1","12","Low","4","-1.02","Low","5","-1.88","Medium",0,0,0,0,"7172_2014-06-04"
"5254","6","25","Medium","7","0.02","Medium","5","-1.76","Medium",0,0,0,0,"7174_2013-01-18"
"5255","1","11","Low","1","-1.82","Low","1","-3.31","Low",0,0,0,0,"7176_2013-05-27"
"5256","1","11","Low","2","-1.05","Low","5","-1.86","Medium",0,0,0,0,"7177_2013-05-07"
"5257","6","24","Medium","6","-0.26","Medium","7","-1.41","Medium",1,0,1,0,"7178_2014-02-26"
"5258","2","16","Low","1","-2","Low","1","-3.28","Low",0,0,0,0,"7179_2014-11-12"
"5259","3","18","Low","4","-0.74","Low","3","-2.26","Low",1,0,0,0,"7180_2013-08-10"
"5260","1","12","Low","4","-0.65","Low","6","-1.57","Medium",0,0,0,0,"7182_2014-11-11"
"5261","2","16","Low","8","0.15","High","8","-1.12","High",1,0,1,0,"7184_2013-04-26"
"5262","7","27","Medium","4","-0.61","Low","1","-3.4","Low",0,0,0,0,"7185_2014-03-30"
"5263","3","19","Low","8","0.24","High","3","-2.26","Low",1,0,1,0,"7187_2014-11-23"
"5264","1","11","Low","4","-0.54","Low","7","-1.48","Medium",1,0,1,0,"7189_2013-05-27"
"5265","1","13","Low","3","-1.11","Low","3","-2.48","Low",1,0,1,0,"7190_2014-12-22"
"5266","6","23","Medium","5","-0.72","Medium","4","-2.02","Low",0,0,0,0,"7191_2014-05-12"
"5267","1","15","Low","1","-2.41","Low","1","-4.09","Low",0,0,0,0,"7192_2013-04-19"
"5268","2","16","Low","8","0.12","High","7","-1.48","Medium",0,0,0,0,"7195_2014-07-04"
"5269","1","13","Low","6","-0.21","Medium","3","-2.31","Low",0,0,0,0,"7197_2013-03-05"
"5270","1","12","Low","6","-0.29","Medium","6","-1.58","Medium",1,0,1,0,"7198_2014-01-08"
"5271","1","13","Low","6","-0.22","Medium","4","-2.16","Low",0,0,0,0,"7199_2013-10-28"
"5272","4","21","Low","1","-1.41","Low","2","-2.77","Low",0,0,0,0,"7203_2013-05-01"
"5273","2","16","Low","3","-0.83","Low","2","-2.67","Low",0,0,0,0,"7204_2014-03-09"
"5274","9","33","High","8","0.29","High","5","-1.97","Medium",1,0,1,0,"7205_2014-02-10"
"5275","2","17","Low","2","-1.17","Low","2","-2.7","Low",1,1,1,0,"7206_2013-04-25"
"5276","3","19","Low","6","-0.14","Medium","3","-2.33","Low",0,0,0,0,"7209_2014-09-06"
"5277","5","23","Medium","8","0.18","High","9","-0.99","High",0,0,0,0,"7210_2013-02-02"
"5278","3","20","Low","7","-0.08","Medium","3","-2.41","Low",1,1,1,1,"7211_2013-10-31"
"5279","5","22","Medium","6","-0.19","Medium","5","-1.9","Medium",0,0,0,0,"7213_2014-05-29"
"5280","2","16","Low","3","-1.13","Low","2","-2.61","Low",1,0,1,0,"7214_2014-10-10"
"5281","5","22","Medium","6","-0.57","Medium","1","-3.08","Low",0,0,0,0,"7215_2014-10-06"
"5282","4","21","Low","8","0.29","High","6","-1.72","Medium",1,1,1,1,"7216_2014-03-04"
"5283","3","20","Low","4","-0.74","Low","2","-2.74","Low",0,0,0,0,"7218_2013-02-20"
"5284","3","20","Low","4","-0.71","Low","5","-1.88","Medium",0,0,0,0,"7219_2013-04-01"
"5285","3","20","Low","4","-0.6","Low","4","-2.13","Low",0,0,0,0,"7220_2014-10-23"
"5286","1","13","Low","1","-1.81","Low","1","-3.74","Low",0,0,0,0,"7221_2014-10-05"
"5287","6","24","Medium","5","-0.63","Medium","1","-3.15","Low",1,0,1,0,"7222_2014-10-30"
"5288","1","13","Low","1","-1.78","Low","1","-3.58","Low",0,0,0,0,"7223_2013-05-13"
"5289","3","20","Low","3","-0.85","Low","3","-2.3","Low",1,1,1,1,"7224_2014-08-25"
"5290","8","29","High","6","-0.13","Medium","7","-1.32","Medium",1,1,1,0,"7225_2013-01-24"
"5291","6","24","Medium","4","-0.6","Low","1","-3.21","Low",1,0,1,0,"7226_2013-11-02"
"5292","5","22","Medium","2","-1.33","Low","1","-3.48","Low",0,0,0,0,"7227_2013-11-23"
"5293","2","17","Low","4","-0.74","Low","4","-2.23","Low",1,0,1,0,"7228_2013-03-10"
"5294","8","28","High","8","0.19","High","4","-2.04","Low",0,0,0,0,"7229_2014-08-21"
"5295","5","22","Medium","10","0.64","High","2","-2.76","Low",0,0,0,0,"7230_2013-10-30"
"5296","3","20","Low","7","-0.07","Medium","3","-2.38","Low",0,0,0,0,"7231_2013-05-24"
"5297","1","14","Low","2","-1.1","Low","3","-2.38","Low",0,0,0,0,"7232_2014-11-17"
"5298","3","18","Low","5","-0.43","Medium","1","-3.01","Low",0,0,0,0,"7234_2014-02-25"
"5299","2","17","Low","4","-0.54","Low","3","-2.29","Low",0,0,0,0,"7237_2014-01-10"
"5300","1","12","Low","1","-2.42","Low","1","-3.96","Low",0,0,0,0,"7238_2013-01-18"
"5301","3","18","Low","2","-1.34","Low","2","-2.71","Low",1,0,1,0,"7239_2013-11-01"
"5302","5","23","Medium","3","-0.88","Low","1","-3.01","Low",0,0,0,0,"7240_2014-03-23"
"5303","3","18","Low","4","-0.91","Low","5","-1.91","Medium",0,0,0,0,"7242_2013-10-07"
"5304","1","14","Low","3","-0.84","Low","3","-2.4","Low",1,0,1,0,"7243_2013-08-01"
"5305","1","13","Low","2","-1.02","Low","4","-2.03","Low",0,0,0,0,"7244_2014-04-30"
"5306","5","23","Medium","8","0.24","High","6","-1.57","Medium",1,1,1,1,"7245_2013-09-12"
"5307","2","17","Low","5","-0.7","Medium","4","-2.04","Low",1,1,1,0,"7247_2013-08-25"
"5308","10","34","High","10","0.66","High","3","-2.42","Low",0,0,0,0,"7251_2014-12-16"
"5309","1","15","Low","10","0.75","High","8","-1.13","High",1,0,1,0,"7252_2014-12-06"
"5310","1","11","Low","4","-0.63","Low","7","-1.37","Medium",1,1,1,0,"7254_2013-11-13"
"5311","1","15","Low","6","-0.22","Medium","5","-1.84","Medium",1,0,1,0,"7255_2013-05-28"
"5312","3","19","Low","3","-0.93","Low","2","-2.77","Low",0,0,0,0,"7256_2013-01-18"
"5313","1","14","Low","3","-0.91","Low","4","-2.13","Low",1,1,1,1,"7257_2013-12-15"
"5314","3","20","Low","7","0.07","Medium","5","-1.96","Medium",1,1,1,0,"7258_2013-08-30"
"5315","5","22","Medium","5","-0.43","Medium","6","-1.58","Medium",0,0,0,0,"7259_2013-11-21"
"5316","1","11","Low","1","-2.4","Low","1","-3.98","Low",1,0,1,0,"7260_2014-05-05"
"5317","2","17","Low","2","-1.14","Low","2","-2.68","Low",0,0,0,0,"7261_2014-08-24"
"5318","6","24","Medium","6","-0.13","Medium","2","-2.67","Low",0,0,0,0,"7265_2013-09-17"
"5319","1","11","Low","2","-1.17","Low","3","-2.36","Low",0,0,0,0,"7266_2014-02-06"
"5320","1","11","Low","1","-2.64","Low","1","-4.2","Low",0,0,0,0,"7269_2013-02-27"
"5321","9","29","High","1","-1.69","Low","1","-3.63","Low",0,0,0,0,"7271_2013-05-27"
"5322","3","20","Low","5","-0.34","Medium","2","-2.74","Low",0,0,0,0,"7272_2013-02-17"
"5323","1","12","Low","2","-1.48","Low","1","-3.42","Low",0,0,0,0,"7273_2014-11-12"
"5324","2","17","Low","3","-0.82","Low","2","-2.65","Low",0,0,0,0,"7274_2014-09-28"
"5325","3","19","Low","2","-1.54","Low","1","-3.28","Low",0,0,0,0,"7275_2013-11-08"
"5326","1","15","Low","7","-0.01","Medium","4","-2.2","Low",0,0,0,0,"7277_2014-10-18"
"5327","2","16","Low","9","0.33","High","6","-1.65","Medium",1,1,1,0,"7278_2013-09-19"
"5328","5","22","Medium","3","-0.96","Low","3","-2.34","Low",1,1,1,1,"7279_2013-12-27"
"5329","4","21","Low","6","-0.21","Medium","1","-3.12","Low",1,0,1,0,"7280_2014-01-10"
"5330","1","13","Low","1","-1.89","Low","1","-3.34","Low",0,0,0,0,"7281_2013-08-28"
"5331","5","22","Medium","5","-0.39","Medium","2","-2.6","Low",0,0,0,0,"7282_2014-04-22"
"5332","1","13","Low","5","-0.37","Medium","4","-2.18","Low",0,0,0,0,"7284_2013-01-04"
"5333","1","14","Low","5","-0.42","Medium","5","-1.9","Medium",0,0,0,0,"7286_2013-03-19"
"5334","3","19","Low","8","0.24","High","4","-2.05","Low",0,0,0,0,"7287_2013-02-28"
"5335","3","18","Low","6","-0.29","Medium","2","-2.79","Low",1,1,1,0,"7288_2013-01-11"
"5336","6","25","Medium","10","1.55","High","10","-0.44","High",1,0,1,0,"7289_2014-12-24"
"5337","6","24","Medium","9","0.33","High","6","-1.61","Medium",0,0,0,0,"7290_2014-09-18"
"5338","9","31","High","8","-0.04","High","5","-1.84","Medium",0,0,0,0,"7292_2013-03-13"
"5339","7","27","Medium","9","0.48","High","5","-1.78","Medium",1,1,1,0,"7294_2013-01-29"
"5340","1","13","Low","2","-1.18","Low","3","-2.33","Low",0,0,0,0,"7295_2014-06-02"
"5341","1","14","Low","1","-2.15","Low","1","-3.35","Low",0,0,0,0,"7296_2013-03-05"
"5342","1","14","Low","2","-1.34","Low","1","-3.21","Low",0,0,0,0,"7298_2013-10-22"
"5343","3","18","Low","10","0.82","High","6","-1.53","Medium",1,1,1,0,"7299_2013-02-23"
"5344","6","25","Medium","6","-0.14","Medium","6","-1.69","Medium",1,1,1,0,"7301_2014-08-14"
"5345","7","26","Medium","10","0.72","High","3","-2.36","Low",1,0,1,1,"7302_2014-06-07"
"5346","1","11","Low","2","-1.19","Low","3","-2.49","Low",0,0,0,0,"7304_2013-08-04"
"5347","3","19","Low","1","-2.31","Low","1","-3.76","Low",1,0,1,0,"7305_2013-10-11"
"5348","1","15","Low","6","-0.18","Medium","6","-1.65","Medium",0,0,0,0,"7306_2014-05-02"
"5349","1","12","Low","1","-1.54","Low","1","-3.35","Low",1,0,1,0,"7308_2013-09-24"
"5350","1","12","Low","1","-1.82","Low","1","-3.3","Low",0,0,0,0,"7309_2014-05-29"
"5351","1","15","Low","2","-1.05","Low","2","-2.68","Low",0,0,1,0,"7310_2013-02-02"
"5352","1","13","Low","1","-2.35","Low","1","-4.01","Low",0,0,0,0,"7311_2013-02-04"
"5353","4","21","Low","8","0.16","High","6","-1.63","Medium",1,1,1,1,"7312_2014-04-06"
"5354","1","12","Low","2","-1.24","Low","3","-2.44","Low",0,0,0,0,"7313_2014-04-09"
"5355","1","13","Low","5","-0.35","Medium","4","-2.09","Low",1,0,1,0,"7315_2014-04-15"
"5356","1","14","Low","4","-0.63","Low","4","-2.17","Low",1,0,1,0,"7319_2013-02-07"
"5357","2","16","Low","8","0.19","High","6","-1.65","Medium",1,0,1,0,"7320_2013-05-08"
"5358","2","16","Low","5","-0.38","Medium","6","-1.57","Medium",0,0,0,0,"7321_2013-01-31"
"5359","1","11","Low","3","-0.93","Low","5","-1.8","Medium",1,0,1,0,"7322_2014-11-23"
"5360","1","13","Low","1","-1.59","Low","2","-2.88","Low",0,0,0,0,"7324_2013-01-19"
"5361","1","13","Low","3","-1.24","Low","3","-2.53","Low",0,0,0,0,"7325_2014-07-02"
"5362","1","15","Low","8","0.12","High","7","-1.41","Medium",0,0,1,0,"7326_2013-02-02"
"5363","2","17","Low","1","-1.7","Low","1","-3.21","Low",0,0,1,1,"7327_2013-05-12"
"5364","2","16","Low","2","-1.4","Low","2","-2.79","Low",1,1,1,0,"7330_2013-08-23"
"5365","2","17","Low","6","-0.48","Medium","4","-2.14","Low",1,1,1,0,"7331_2014-10-31"
"5366","5","22","Medium","1","-1.7","Low","1","-3.56","Low",1,0,1,0,"7332_2014-11-11"
"5367","4","21","Low","10","0.97","High","7","-1.39","Medium",1,0,1,1,"7334_2013-03-01"
"5368","2","17","Low","6","-0.22","Medium","5","-1.76","Medium",1,0,1,0,"7335_2014-06-18"
"5369","1","12","Low","2","-1.13","Low","2","-2.85","Low",0,0,0,0,"7336_2013-09-19"
"5370","3","20","Low","6","-0.13","Medium","5","-1.75","Medium",1,0,1,0,"7339_2014-08-01"
"5371","2","16","Low","4","-0.84","Low","2","-2.59","Low",1,1,1,0,"7340_2014-05-19"
"5372","1","15","Low","5","-0.46","Medium","5","-1.86","Medium",1,0,1,0,"7341_2013-12-21"
"5373","2","16","Low","1","-2.06","Low","1","-3.58","Low",1,1,1,0,"7342_2014-02-04"
"5374","1","11","Low","3","-0.91","Low","4","-2.08","Low",0,0,0,0,"7343_2013-03-20"
"5375","1","13","Low","5","-0.47","Medium","5","-1.95","Medium",1,0,1,1,"7344_2013-02-11"
"5376","2","16","Low","4","-0.61","Low","5","-1.75","Medium",1,0,1,0,"7345_2013-11-01"
"5377","1","13","Low","1","-1.7","Low","2","-2.8","Low",0,0,0,0,"7346_2014-10-13"
"5378","5","22","Medium","7","-0.28","Medium","5","-1.86","Medium",0,0,0,0,"7347_2013-08-22"
"5379","2","17","Low","2","-1.16","Low","1","-3.18","Low",0,0,0,0,"7348_2013-03-28"
"5380","7","26","Medium","6","-0.16","Medium","5","-1.84","Medium",0,0,0,0,"7349_2014-10-25"
"5381","2","16","Low","5","-0.38","Medium","1","-3.12","Low",0,0,0,0,"7351_2013-09-22"
"5382","6","24","Medium","5","-0.41","Medium","2","-2.78","Low",0,0,0,0,"7352_2014-08-09"
"5383","4","21","Low","5","-0.79","Medium","3","-2.43","Low",0,0,0,0,"7353_2014-08-06"
"5384","1","13","Low","2","-1.51","Low","1","-3.45","Low",0,0,0,0,"7354_2013-10-30"
"5385","2","16","Low","3","-1.22","Low","1","-3.13","Low",0,0,0,0,"7355_2013-08-05"
"5386","1","15","Low","6","-0.13","Medium","7","-1.44","Medium",1,0,1,0,"7356_2013-09-05"
"5387","1","13","Low","3","-1.08","Low","2","-2.79","Low",0,0,0,0,"7357_2014-08-13"
"5388","1","15","Low","4","-0.6","Low","3","-2.34","Low",0,0,0,0,"7358_2013-12-20"
"5389","1","11","Low","4","-0.56","Low","6","-1.71","Medium",0,0,0,0,"7359_2013-12-25"
"5390","8","27","High","9","0.4","High","8","-1.04","High",1,1,1,0,"7362_2013-09-04"
"5391","1","15","Low","3","-1.28","Low","1","-3.76","Low",0,0,0,0,"7363_2014-06-16"
"5392","1","15","Low","1","-1.69","Low","1","-2.96","Low",0,0,0,0,"7364_2014-09-19"
"5393","1","15","Low","3","-0.88","Low","2","-2.72","Low",0,0,0,0,"7365_2013-05-22"
"5394","1","15","Low","1","-2.48","Low","1","-4.02","Low",0,0,0,0,"7366_2014-07-08"
"5395","8","27","High","9","0.27","High","6","-1.62","Medium",0,0,0,0,"7367_2014-04-23"
"5396","1","14","Low","6","-0.24","Medium","3","-2.24","Low",1,0,1,0,"7369_2013-08-16"
"5397","5","23","Medium","7","-0.03","Medium","5","-1.76","Medium",0,0,1,1,"7370_2013-03-24"
"5398","2","17","Low","1","-1.42","Low","3","-2.53","Low",0,0,0,0,"7371_2014-06-30"
"5399","9","32","High","9","0.37","High","7","-1.27","Medium",1,0,1,1,"7373_2013-02-02"
"5400","5","22","Medium","3","-0.76","Low","4","-2.01","Low",0,0,0,0,"7374_2014-09-18"
"5401","1","15","Low","4","-0.68","Low","5","-1.94","Medium",1,0,1,0,"7375_2014-06-19"
"5402","5","22","Medium","1","-1.52","Low","2","-2.94","Low",0,0,0,0,"7377_2014-09-12"
"5403","3","19","Low","2","-1.21","Low","1","-3.2","Low",0,0,0,0,"7378_2014-10-30"
"5404","2","17","Low","2","-1.3","Low","3","-2.28","Low",0,0,0,0,"7379_2014-06-26"
"5405","1","15","Low","6","-0.49","Medium","1","-3","Low",0,0,0,0,"7381_2013-11-24"
"5406","1","13","Low","3","-0.81","Low","5","-1.88","Medium",1,0,1,0,"7383_2013-02-26"
"5407","1","12","Low","1","-2.45","Low","1","-4.04","Low",1,0,1,0,"7385_2014-01-16"
"5408","1","13","Low","7","-0.12","Medium","6","-1.53","Medium",1,0,1,0,"7386_2013-02-14"
"5409","7","27","Medium","6","-0.19","Medium","3","-2.33","Low",0,0,0,0,"7387_2013-10-23"
"5410","1","11","Low","1","-1.69","Low","1","-3.06","Low",0,0,0,0,"7388_2013-09-12"
"5411","1","13","Low","1","-2.32","Low","1","-3.89","Low",0,0,0,0,"7390_2014-05-23"
"5412","3","19","Low","9","0.4","High","9","-0.68","High",1,1,1,1,"7391_2013-12-31"
"5413","3","20","Low","3","-0.9","Low","1","-3.71","Low",0,0,0,0,"7392_2013-09-09"
"5414","2","17","Low","10","0.91","High","10","-0.41","High",1,1,1,1,"7393_2014-03-27"
"5415","8","29","High","10","0.79","High","9","-0.9","High",1,0,1,0,"7395_2014-10-23"
"5416","5","22","Medium","1","-2.11","Low","1","-4.04","Low",0,0,0,0,"7396_2014-03-05"
"5417","2","16","Low","10","0.88","High","9","-0.76","High",0,0,0,0,"7397_2014-06-11"
"5418","3","18","Low","1","-1.95","Low","1","-3.57","Low",0,0,0,0,"7398_2014-05-16"
"5419","3","18","Low","2","-1.44","Low","2","-2.74","Low",0,0,0,0,"7399_2013-05-14"
"5420","1","15","Low","3","-1.08","Low","2","-2.72","Low",0,0,0,0,"7400_2013-08-29"
"5421","1","13","Low","1","-2.12","Low","1","-3.67","Low",0,0,0,0,"7401_2014-12-10"
"5422","5","22","Medium","6","-0.31","Medium","3","-2.34","Low",1,0,1,0,"7402_2014-02-01"
"5423","4","20","Low","10","0.94","High","8","-1.13","High",1,0,1,0,"7405_2013-04-10"
"5424","5","23","Medium","9","0.32","High","9","-0.9","High",1,1,1,1,"7406_2013-03-23"
"5425","9","33","High","6","-0.22","Medium","2","-2.56","Low",0,0,0,0,"7408_2014-11-05"
"5426","3","20","Low","2","-1.12","Low","2","-2.78","Low",0,0,0,0,"7410_2013-04-03"
"5427","6","25","Medium","9","0.56","High","8","-1.06","High",0,0,1,0,"7411_2013-02-28"
"5428","1","11","Low","2","-1.28","Low","2","-2.8","Low",1,0,1,1,"7412_2014-10-26"
"5429","1","15","Low","7","0.01","Medium","5","-1.81","Medium",1,1,1,0,"7413_2014-10-17"
"5430","1","13","Low","4","-0.74","Low","6","-1.72","Medium",0,0,0,0,"7414_2014-10-03"
"5431","1","15","Low","1","-1.43","Low","2","-2.6","Low",0,0,0,0,"7416_2014-02-11"
"5432","3","19","Low","5","-0.62","Medium","1","-3.29","Low",0,0,0,0,"7417_2013-01-27"
"5433","7","26","Medium","2","-1.52","Low","1","-3.03","Low",0,0,0,0,"7418_2014-04-07"
"5434","1","14","Low","7","0","Medium","7","-1.36","Medium",0,0,0,0,"7419_2013-02-24"
"5435","1","12","Low","2","-1.17","Low","3","-2.55","Low",1,0,1,1,"7420_2013-02-26"
"5436","5","22","Medium","4","-0.74","Low","2","-2.7","Low",0,0,0,0,"7421_2014-02-19"
"5437","1","14","Low","4","-0.67","Low","6","-1.7","Medium",0,0,0,0,"7422_2013-04-20"
"5438","10","38","High","7","0.02","Medium","7","-1.39","Medium",1,1,1,0,"7423_2013-02-04"
"5439","1","12","Low","1","-1.8","Low","1","-3.23","Low",0,0,0,0,"7424_2013-04-27"
"5440","1","11","Low","2","-1.35","Low","3","-2.41","Low",0,0,0,0,"7425_2013-12-12"
"5441","2","17","Low","6","-0.26","Medium","7","-1.42","Medium",0,0,0,0,"7426_2013-09-04"
"5442","3","18","Low","8","0.11","High","7","-1.28","Medium",0,0,1,0,"7427_2013-01-12"
"5443","1","14","Low","8","0.15","High","7","-1.42","Medium",1,0,1,0,"7429_2014-11-05"
"5444","1","11","Low","3","-0.9","Low","5","-1.96","Medium",0,0,0,0,"7431_2014-09-23"
"5445","4","21","Low","10","0.62","High","9","-0.95","High",0,0,0,0,"7433_2014-11-12"
"5446","2","16","Low","4","-0.82","Low","2","-2.79","Low",0,0,0,0,"7435_2013-04-08"
"5447","3","19","Low","1","-1.54","Low","1","-3.03","Low",0,0,0,0,"7436_2014-07-17"
"5448","3","19","Low","1","-2.15","Low","1","-3.76","Low",0,0,0,0,"7438_2014-12-10"
"5449","5","23","Medium","6","-0.2","Medium","2","-2.82","Low",0,0,0,0,"7440_2013-08-09"
"5450","1","15","Low","4","-0.69","Low","5","-1.91","Medium",0,0,1,0,"7441_2013-02-06"
"5451","1","14","Low","5","-0.5","Medium","4","-2.18","Low",1,0,1,0,"7442_2013-05-10"
"5452","2","16","Low","2","-1.31","Low","2","-2.65","Low",0,0,0,0,"7443_2013-08-02"
"5453","1","15","Low","5","-0.4","Medium","5","-1.96","Medium",0,0,1,0,"7444_2013-02-01"
"5454","5","22","Medium","8","0.13","High","8","-1.2","High",1,1,1,0,"7445_2013-08-15"
"5455","2","16","Low","1","-2.42","Low","1","-3.81","Low",0,0,0,0,"7446_2014-03-17"
"5456","1","15","Low","7","-0.28","Medium","5","-1.78","Medium",0,0,1,0,"7447_2013-03-11"
"5457","4","21","Low","3","-1.28","Low","1","-3.04","Low",0,0,0,0,"7448_2014-02-17"
"5458","10","34","High","9","0.39","High","5","-1.74","Medium",1,0,1,0,"7449_2013-10-23"
"5459","5","23","Medium","9","0.35","High","8","-1.12","High",1,0,1,0,"7450_2013-02-25"
"5460","1","14","Low","3","-0.88","Low","7","-1.48","Medium",0,0,0,0,"7452_2014-08-16"
"5461","7","26","Medium","2","-1.07","Low","2","-2.88","Low",1,1,1,0,"7454_2013-09-13"
"5462","1","14","Low","7","-0.03","Medium","7","-1.4","Medium",0,0,0,0,"7455_2013-01-09"
"5463","2","17","Low","10","0.74","High","9","-0.7","High",0,0,0,0,"7456_2014-01-15"
"5464","3","19","Low","7","0.04","Medium","6","-1.57","Medium",1,1,1,0,"7457_2013-09-26"
"5465","2","17","Low","8","0.15","High","7","-1.37","Medium",1,1,1,0,"7459_2013-04-02"
"5466","2","17","Low","5","-0.42","Medium","6","-1.61","Medium",1,1,1,0,"7460_2014-12-31"
"5467","7","26","Medium","4","-0.74","Low","2","-2.64","Low",0,0,0,0,"7461_2014-12-14"
"5468","1","14","Low","2","-1.22","Low","1","-3.47","Low",1,0,1,0,"7462_2014-11-16"
"5469","1","15","Low","2","-1.24","Low","1","-3.87","Low",0,0,0,0,"7463_2014-11-17"
"5470","1","14","Low","6","-0.25","Medium","5","-1.75","Medium",1,1,1,0,"7464_2013-07-18"
"5471","1","11","Low","3","-0.81","Low","6","-1.66","Medium",0,0,0,0,"7465_2013-03-06"
"5472","1","13","Low","2","-1.15","Low","3","-2.45","Low",0,0,0,0,"7466_2013-03-23"
"5473","1","13","Low","4","-0.88","Low","5","-1.76","Medium",0,0,0,0,"7467_2013-08-30"
"5474","9","33","High","7","-0.04","Medium","8","-1.06","High",1,0,1,0,"7468_2014-10-31"
"5475","3","18","Low","8","0.2","High","8","-1.04","High",1,0,0,0,"7471_2014-04-26"
"5476","1","11","Low","1","-2.96","Low","1","-4.63","Low",0,0,0,0,"7472_2013-03-18"
"5477","3","20","Low","4","-0.52","Low","1","-3.18","Low",0,0,0,0,"7476_2013-09-22"
"5478","2","17","Low","8","0.09","High","5","-1.9","Medium",0,0,0,0,"7477_2013-02-12"
"5479","3","20","Low","6","-0.14","Medium","2","-2.61","Low",1,0,1,0,"7478_2014-10-08"
"5480","3","20","Low","10","0.63","High","7","-1.46","Medium",0,0,0,0,"7479_2013-03-31"
"5481","1","14","Low","8","0.1","High","7","-1.41","Medium",1,1,1,1,"7481_2013-04-10"
"5482","1","12","Low","4","-0.61","Low","5","-1.89","Medium",1,1,1,1,"7482_2014-04-09"
"5483","2","16","Low","7","-0.32","Medium","5","-1.89","Medium",1,1,1,0,"7484_2013-04-21"
"5484","1","11","Low","1","-2.04","Low","1","-3.52","Low",1,1,1,1,"7485_2013-12-28"
"5485","3","19","Low","7","-0.01","Medium","4","-2.15","Low",0,0,0,0,"7486_2014-08-19"
"5486","1","15","Low","5","-0.43","Medium","1","-3.11","Low",0,0,0,0,"7487_2013-09-15"
"5487","6","24","Medium","8","0.15","High","7","-1.32","Medium",1,1,1,1,"7488_2013-12-19"
"5488","1","12","Low","8","0.11","High","8","-1.08","High",0,0,0,0,"7491_2014-06-15"
"5489","3","18","Low","3","-0.81","Low","2","-2.66","Low",0,0,0,0,"7492_2014-09-22"
"5490","3","19","Low","6","-0.44","Medium","6","-1.59","Medium",1,1,1,0,"7493_2013-11-15"
"5491","5","22","Medium","8","0.1","High","3","-2.51","Low",0,0,1,1,"7495_2013-02-19"
"5492","3","18","Low","9","0.39","High","7","-1.32","Medium",0,0,0,0,"7496_2013-10-20"
"5493","4","21","Low","8","0.1","High","7","-1.38","Medium",1,0,1,0,"7497_2014-02-28"
"5494","2","16","Low","1","-1.43","Low","1","-3.31","Low",0,0,1,0,"7499_2013-10-21"
"5495","4","21","Low","3","-1.1","Low","4","-2.03","Low",0,0,0,0,"7500_2013-09-04"
"5496","1","12","Low","4","-1","Low","3","-2.46","Low",0,0,0,0,"7501_2014-10-07"
"5497","5","22","Medium","4","-0.66","Low","2","-2.94","Low",1,1,1,0,"7502_2014-11-25"
"5498","1","11","Low","2","-1.37","Low","3","-2.49","Low",0,0,0,0,"7503_2013-12-06"
"5499","1","15","Low","1","-2.11","Low","1","-3.55","Low",0,0,0,0,"7504_2014-12-29"
"5500","1","12","Low","2","-1.15","Low","2","-2.64","Low",0,0,0,0,"7506_2014-11-07"
"5501","2","16","Low","1","-2.08","Low","1","-3.71","Low",0,0,0,0,"7507_2014-07-07"
"5502","1","13","Low","1","-1.99","Low","1","-3.45","Low",0,0,0,0,"7508_2013-10-21"
"5503","1","12","Low","1","-1.48","Low","1","-2.95","Low",0,0,0,0,"7510_2013-05-07"
"5504","1","11","Low","7","-0.07","Medium","7","-1.36","Medium",1,1,1,1,"7511_2014-11-09"
"5505","1","13","Low","3","-0.79","Low","5","-1.9","Medium",1,0,0,0,"7512_2014-05-16"
"5506","1","14","Low","6","-0.18","Medium","8","-1.07","High",1,0,1,0,"7513_2014-11-07"
"5507","3","19","Low","5","-0.34","Medium","1","-3.05","Low",0,0,0,0,"7514_2013-03-26"
"5508","4","21","Low","8","0.18","High","6","-1.52","Medium",1,0,1,0,"7516_2014-03-18"
"5509","1","12","Low","1","-2.07","Low","1","-3.58","Low",0,0,0,0,"7517_2013-03-23"
"5510","1","11","Low","1","-1.43","Low","2","-2.6","Low",0,0,0,0,"7518_2014-04-14"
"5511","1","15","Low","5","-0.51","Medium","2","-2.64","Low",0,0,0,0,"7519_2013-02-20"
"5512","1","12","Low","2","-1.19","Low","3","-2.4","Low",0,0,0,0,"7521_2014-10-06"
"5513","2","16","Low","2","-1.35","Low","1","-2.95","Low",1,1,1,0,"7522_2014-03-07"
"5514","2","17","Low","1","-1.39","Low","2","-2.65","Low",1,1,1,1,"7523_2014-10-05"
"5515","3","19","Low","2","-1.42","Low","1","-3.13","Low",0,0,0,0,"7524_2013-09-09"
"5516","7","26","Medium","3","-0.78","Low","5","-1.76","Medium",1,0,1,0,"7526_2013-01-15"
"5517","3","20","Low","7","0.04","Medium","4","-2.1","Low",0,0,0,0,"7528_2014-07-27"
"5518","1","13","Low","6","-0.48","Medium","4","-2.12","Low",0,0,0,0,"7529_2014-12-27"
"5519","6","24","Medium","9","0.21","High","7","-1.32","Medium",0,0,0,0,"7530_2014-01-02"
