"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"2837","1","14","Low","3","-0.81","Low","2","-2.58","Low",0,0,0,0,"5745_2013-08-19"
"2838","1","12","Low","6","-0.18","Medium","5","-1.96","Medium",1,1,1,0,"5748_2014-02-06"
"2839","1","14","Low","3","-0.76","Low","2","-2.69","Low",1,0,1,0,"5749_2013-02-16"
"2840","5","22","Medium","4","-0.66","Low","5","-1.89","Medium",0,0,0,0,"5753_2013-01-19"
"2841","2","17","Low","6","-0.31","Medium","2","-2.85","Low",0,0,0,0,"5756_2013-09-25"
"2842","1","11","Low","2","-1.21","Low","3","-2.51","Low",0,0,0,0,"5757_2013-08-19"
"2843","3","18","Low","8","0.13","High","8","-1.03","High",0,0,0,0,"5759_2013-03-22"
"2844","2","17","Low","1","-2.09","Low","1","-3.53","Low",0,0,0,0,"5760_2014-03-16"
"2845","5","23","Medium","3","-0.9","Low","2","-2.62","Low",0,0,0,0,"5761_2014-03-25"
"2846","1","11","Low","1","-1.79","Low","1","-3.21","Low",1,0,1,0,"5762_2013-11-27"
"2847","1","13","Low","2","-1.37","Low","2","-2.84","Low",0,0,0,0,"5763_2013-02-24"
"2848","6","24","Medium","9","0.45","High","4","-2.22","Low",0,0,0,0,"5765_2013-04-09"
"2849","3","18","Low","5","-0.35","Medium","1","-3.74","Low",0,0,0,0,"5768_2013-10-24"
"2850","2","16","Low","1","-1.68","Low","1","-3.13","Low",0,0,0,0,"5769_2013-12-16"
"2851","1","14","Low","7","-0.11","Medium","8","-1.07","High",0,0,0,0,"5771_2013-11-26"
"2852","3","19","Low","7","0.08","Medium","2","-2.67","Low",1,1,1,0,"5772_2013-04-08"
"2853","1","13","Low","4","-0.7","Low","3","-2.29","Low",0,0,0,0,"5773_2013-01-17"
"2854","5","22","Medium","1","-1.52","Low","1","-3.42","Low",0,0,0,0,"5774_2013-06-12"
"2855","8","29","High","10","0.66","High","9","-0.99","High",0,0,0,0,"5775_2013-02-22"
"2856","4","20","Low","4","-0.94","Low","2","-2.68","Low",1,0,1,0,"5782_2013-06-12"
"2857","1","11","Low","1","-1.74","Low","1","-3.12","Low",0,0,0,0,"5785_2013-12-13"
"2858","1","12","Low","1","-2.08","Low","1","-3.63","Low",0,0,0,0,"5787_2013-05-05"
"2859","1","12","Low","1","-2.57","Low","1","-4.11","Low",0,0,0,0,"5789_2013-08-24"
"2860","2","16","Low","3","-1.22","Low","3","-2.4","Low",0,0,0,0,"5795_2013-12-26"
"2861","7","26","Medium","6","-0.22","Medium","7","-1.46","Medium",0,0,0,0,"5797_2013-03-20"
"2862","4","21","Low","7","-0.11","Medium","5","-1.95","Medium",1,0,1,0,"5808_2013-04-20"
"2863","4","21","Low","7","-0.03","Medium","2","-2.94","Low",0,0,1,0,"5809_2013-02-05"
"2864","3","19","Low","4","-0.58","Low","1","-3.04","Low",0,0,0,0,"5812_2013-10-16"
"2865","1","15","Low","7","-0.11","Medium","3","-2.28","Low",1,1,1,0,"5816_2013-02-12"
"2866","3","18","Low","5","-0.39","Medium","3","-2.31","Low",1,0,1,0,"5817_2013-12-28"
"2867","2","17","Low","5","-0.38","Medium","7","-1.3","Medium",0,0,0,0,"5818_2013-03-19"
"2868","3","20","Low","5","-0.43","Medium","4","-1.98","Low",0,0,0,0,"5821_2014-01-21"
"2869","1","13","Low","2","-1.64","Low","2","-2.94","Low",0,0,0,0,"5824_2013-12-19"
"2870","1","15","Low","9","0.49","High","5","-1.74","Medium",1,0,1,0,"5825_2013-09-24"
"2871","1","14","Low","1","-2.22","Low","1","-3.75","Low",0,0,0,0,"5826_2013-03-04"
"2872","10","34","High","8","0.1","High","6","-1.64","Medium",1,1,1,1,"5828_2013-03-31"
"2873","1","13","Low","2","-1.02","Low","4","-2.13","Low",0,0,0,0,"5831_2014-01-03"
"2874","1","15","Low","1","-1.98","Low","1","-3.55","Low",0,0,0,0,"5833_2013-01-11"
"2875","1","14","Low","4","-0.68","Low","5","-1.74","Medium",1,0,1,0,"5836_2013-05-10"
"2876","1","14","Low","2","-1.64","Low","1","-3.07","Low",0,0,0,0,"5837_2013-08-20"
"2877","1","13","Low","1","-1.84","Low","1","-3.23","Low",1,0,1,0,"5838_2013-01-18"
"2878","3","19","Low","4","-0.58","Low","4","-1.99","Low",0,0,0,0,"5839_2013-02-12"
"2879","6","24","Medium","10","0.85","High","8","-1.02","High",1,1,1,0,"5842_2013-11-09"
"2880","3","20","Low","2","-1.16","Low","2","-2.62","Low",0,0,0,0,"5846_2013-07-23"
"2881","1","13","Low","6","-0.23","Medium","3","-2.55","Low",0,0,0,0,"5849_2013-04-13"
"2882","3","18","Low","6","-0.21","Medium","6","-1.72","Medium",1,0,1,0,"5851_2014-01-12"
"2883","1","12","Low","1","-2.14","Low","1","-3.96","Low",0,0,0,0,"5852_2013-04-19"
"2884","2","17","Low","4","-0.59","Low","4","-1.99","Low",1,1,1,0,"5853_2013-10-20"
"2885","3","18","Low","5","-0.47","Medium","4","-2.06","Low",0,0,NA,NA,"5853_2013-11-10"
"2886","3","19","Low","9","0.49","High","7","-1.36","Medium",1,0,1,0,"5856_2013-04-21"
"2887","2","16","Low","7","-0.06","Medium","7","-1.49","Medium",0,0,0,0,"5857_2014-01-11"
"2888","1","13","Low","2","-1.21","Low","2","-2.58","Low",0,0,0,0,"5858_2013-02-16"
"2889","1","14","Low","1","-1.61","Low","1","-3.09","Low",1,1,1,0,"5863_2013-02-09"
"2890","6","25","Medium","1","-1.65","Low","1","-3.02","Low",0,0,0,0,"5867_2013-07-25"
"2891","2","16","Low","6","-0.26","Medium","8","-1.22","High",0,0,1,0,"5869_2013-01-30"
"2892","6","25","Medium","8","0.1","High","4","-2.07","Low",1,1,1,1,"5873_2014-01-19"
"2893","7","26","Medium","9","0.34","High","8","-1.14","High",0,0,1,0,"5877_2013-03-02"
"2894","1","12","Low","2","-1.27","Low","3","-2.41","Low",0,0,0,0,"5880_2014-03-26"
"2895","1","13","Low","5","-0.38","Medium","3","-2.28","Low",0,0,0,0,"5881_2013-02-06"
"2896","8","28","High","7","-0.33","Medium","4","-1.98","Low",1,0,1,0,"5883_2013-11-02"
"2897","1","14","Low","1","-1.97","Low","1","-3.46","Low",0,0,0,0,"5886_2013-11-04"
"2898","1","15","Low","7","0.03","Medium","4","-2.09","Low",1,1,1,0,"5887_2014-03-15"
"2899","2","16","Low","1","-2.2","Low","1","-3.09","Low",1,1,1,0,"5889_2013-11-03"
"2900","1","15","Low","1","-2.15","Low","1","-3.63","Low",0,0,0,0,"5891_2013-11-03"
"2901","1","13","Low","5","-0.73","Medium","6","-1.64","Medium",1,1,1,0,"5892_2013-07-15"
"2902","1","11","Low","4","-0.67","Low","3","-2.24","Low",0,0,0,0,"5895_2013-09-27"
"2903","3","18","Low","2","-1.01","Low","4","-2.16","Low",0,0,0,0,"5898_2013-12-26"
"2904","1","13","Low","1","-1.5","Low","1","-3.21","Low",0,0,0,0,"5899_2013-05-23"
"2905","3","20","Low","7","-0.08","Medium","8","-1.23","High",1,1,1,1,"5901_2014-04-01"
"2906","3","19","Low","8","0.12","High","9","-0.88","High",1,0,1,0,"5902_2014-03-21"
"2907","7","26","Medium","3","-0.86","Low","2","-2.69","Low",1,0,1,0,"5905_2013-04-12"
"2908","1","14","Low","6","-0.54","Medium","4","-2.22","Low",0,0,0,0,"5906_2014-03-09"
"2909","1","12","Low","3","-0.84","Low","4","-2.2","Low",0,0,0,0,"5914_2013-03-28"
"2910","1","14","Low","9","0.32","High","5","-1.76","Medium",1,1,1,0,"5915_2013-12-02"
"2911","1","15","Low","4","-0.71","Low","2","-2.68","Low",1,1,1,1,"5917_2013-04-07"
"2912","2","16","Low","3","-0.85","Low","2","-2.76","Low",1,0,1,0,"5921_2013-03-24"
"2913","3","18","Low","2","-1.01","Low","3","-2.36","Low",0,0,0,0,"5923_2013-08-19"
"2914","1","13","Low","1","-1.87","Low","1","-3.37","Low",0,0,0,0,"5926_2013-01-03"
"2915","1","11","Low","1","-2.44","Low","1","-4","Low",0,0,0,0,"5928_2014-02-04"
"2916","1","14","Low","2","-1.18","Low","3","-2.45","Low",1,0,1,0,"5929_2013-10-23"
"2917","1","13","Low","3","-0.82","Low","2","-2.59","Low",1,1,1,0,"5934_2013-03-12"
"2918","1","14","Low","4","-0.56","Low","4","-2.12","Low",1,1,1,0,"5935_2014-02-19"
"2919","3","19","Low","1","-1.78","Low","1","-3.6","Low",0,0,0,0,"5939_2013-02-25"
"2920","5","22","Medium","5","-0.41","Medium","3","-2.47","Low",0,0,0,0,"5940_2014-04-02"
"2921","1","15","Low","7","-0.07","Medium","6","-1.55","Medium",1,0,1,0,"5942_2014-03-18"
"2922","1","15","Low","1","-1.87","Low","1","-3.3","Low",0,0,0,0,"5943_2013-03-18"
"2923","1","15","Low","2","-1.17","Low","3","-2.36","Low",0,0,0,0,"5946_2014-03-22"
"2924","1","11","Low","1","-2.61","Low","1","-4.28","Low",0,0,0,0,"5948_2013-01-02"
"2925","3","19","Low","2","-1.43","Low","1","-3.02","Low",0,0,0,0,"5951_2013-06-04"
"2926","1","14","Low","1","-2.55","Low","1","-3.87","Low",0,0,0,0,"5954_2014-03-26"
"2927","1","15","Low","9","0.33","High","7","-1.33","Medium",1,1,1,1,"5957_2013-10-25"
"2928","1","11","Low","1","-2.57","Low","1","-4.15","Low",0,0,0,0,"5960_2013-12-07"
"2929","1","11","Low","3","-0.77","Low","5","-1.79","Medium",1,1,1,0,"5963_2013-02-16"
"2930","1","12","Low","6","-0.17","Medium","6","-1.63","Medium",0,0,NA,NA,"5963_2013-03-16"
"2931","1","11","Low","3","-1.22","Low","4","-2.12","Low",0,0,0,0,"5964_2013-03-05"
"2932","10","35","High","4","-0.69","Low","1","-3.44","Low",1,0,1,0,"5968_2014-02-12"
"2933","3","19","Low","3","-0.98","Low","2","-2.63","Low",1,0,1,0,"5969_2013-09-30"
"2934","2","17","Low","1","-1.43","Low","1","-2.98","Low",0,0,0,0,"5970_2013-05-29"
"2935","1","15","Low","6","-0.23","Medium","7","-1.32","Medium",0,0,0,0,"5974_2013-08-09"
"2936","2","17","Low","1","-1.4","Low","2","-2.65","Low",0,0,0,0,"5975_2014-02-20"
"2937","3","18","Low","1","-1.53","Low","2","-2.8","Low",1,1,1,0,"5976_2014-03-20"
"2938","9","31","High","8","0.23","High","4","-2.04","Low",0,0,0,0,"5978_2013-08-10"
"2939","1","15","Low","4","-0.69","Low","3","-2.34","Low",1,0,1,0,"5982_2013-05-08"
"2940","3","20","Low","2","-1.03","Low","2","-2.88","Low",0,0,0,0,"5984_2014-02-12"
"2941","1","11","Low","1","-2.49","Low","1","-4.4","Low",0,0,0,0,"5985_2013-02-22"
"2942","7","26","Medium","6","-0.17","Medium","6","-1.66","Medium",1,0,1,0,"5987_2013-02-05"
"2943","3","18","Low","3","-1.27","Low","3","-2.3","Low",0,0,0,0,"5988_2013-03-24"
"2944","2","16","Low","1","-1.77","Low","1","-3.39","Low",0,0,0,0,"5989_2014-01-27"
"2945","2","17","Low","3","-0.82","Low","5","-1.9","Medium",0,0,0,0,"5992_2013-01-22"
"2946","6","24","Medium","2","-1.29","Low","1","-3.67","Low",0,0,0,0,"5993_2013-12-01"
"2947","3","18","Low","8","0","High","7","-1.47","Medium",1,0,1,0,"5994_2013-04-21"
"2948","1","15","Low","6","-0.13","Medium","4","-2.05","Low",0,0,0,0,"5997_2013-12-03"
"2949","1","11","Low","5","-0.72","Medium","5","-1.8","Medium",1,0,1,0,"6000_2013-01-11"
"2950","1","14","Low","2","-1.58","Low","1","-3.17","Low",0,0,0,0,"6002_2013-12-23"
"2951","1","13","Low","1","-1.65","Low","1","-2.96","Low",0,0,0,0,"6004_2013-12-07"
"2952","4","20","Low","6","-0.58","Medium","1","-3.07","Low",0,0,0,0,"6006_2013-08-05"
"2953","1","14","Low","1","-2.17","Low","1","-3.55","Low",0,0,0,0,"6010_2013-10-06"
"2954","8","28","High","7","0.01","Medium","5","-1.75","Medium",0,0,0,0,"6011_2013-05-16"
"2955","5","22","Medium","2","-1.03","Low","3","-2.39","Low",1,1,1,0,"6019_2013-02-19"
"2956","6","24","Medium","4","-0.73","Low","3","-2.35","Low",1,1,1,1,"6021_2013-03-19"
"2957","8","30","High","3","-0.94","Low","1","-3.17","Low",1,1,1,0,"6022_2014-03-09"
"2958","1","14","Low","1","-2.24","Low","1","-3.25","Low",0,0,0,0,"6023_2013-02-21"
"2959","8","29","High","9","0.38","High","5","-1.75","Medium",0,0,1,0,"6027_2013-05-09"
"2960","2","16","Low","3","-0.81","Low","5","-1.88","Medium",1,1,1,0,"6029_2013-03-06"
"2961","1","12","Low","5","-0.32","Medium","5","-1.92","Medium",0,0,NA,NA,"6029_2013-05-09"
"2962","3","19","Low","4","-0.55","Low","1","-3.17","Low",0,0,0,0,"6030_2013-10-01"
"2963","6","24","Medium","8","0.24","High","7","-1.43","Medium",0,0,0,0,"6032_2013-11-24"
"2964","3","18","Low","7","-0.05","Medium","6","-1.68","Medium",1,1,1,1,"6034_2013-09-19"
"2965","1","11","Low","1","-2.01","Low","1","-3.59","Low",0,0,0,0,"6035_2013-10-13"
"2966","1","13","Low","4","-0.69","Low","6","-1.6","Medium",0,0,0,0,"6036_2013-05-02"
"2967","2","16","Low","4","-0.54","Low","4","-2.14","Low",1,0,1,0,"6042_2013-02-08"
"2968","8","30","High","6","-0.29","Medium","4","-2.03","Low",0,0,NA,NA,"6042_2013-09-10"
"2969","3","20","Low","3","-0.81","Low","1","-3.12","Low",1,0,0,0,"6043_2013-03-28"
"2970","6","24","Medium","3","-0.8","Low","2","-2.94","Low",0,0,0,0,"6046_2013-02-01"
"2971","7","26","Medium","5","-0.38","Medium","2","-2.56","Low",0,0,0,0,"6047_2014-02-21"
"2972","3","18","Low","8","0.19","High","6","-1.56","Medium",0,0,0,0,"6048_2013-10-11"
"2973","3","19","Low","7","-0.07","Medium","5","-1.96","Medium",0,0,0,0,"6051_2013-11-13"
"2974","1","13","Low","1","-1.41","Low","2","-2.85","Low",1,1,1,1,"6058_2013-01-03"
"2975","2","17","Low","9","0.43","High","9","-0.75","High",0,0,0,0,"6060_2013-05-04"
"2976","6","24","Medium","2","-1.32","Low","2","-2.91","Low",0,0,0,0,"6062_2013-09-25"
"2977","6","23","Medium","2","-1.39","Low","2","-2.76","Low",0,0,0,0,"6064_2013-12-16"
"2978","6","25","Medium","6","-0.23","Medium","1","-3.34","Low",0,0,0,0,"6065_2013-05-19"
"2979","4","21","Low","5","-0.38","Medium","1","-3.04","Low",0,0,0,0,"6066_2013-11-11"
"2980","6","25","Medium","8","0.2","High","10","-0.48","High",0,0,0,0,"6069_2013-03-20"
"2981","1","13","Low","1","-1.65","Low","1","-2.96","Low",1,0,1,0,"6070_2013-05-10"
"2982","8","29","High","3","-0.85","Low","3","-2.28","Low",0,0,0,0,"6071_2013-12-15"
"2983","2","17","Low","5","-0.45","Medium","2","-2.88","Low",0,0,0,0,"6073_2013-12-15"
"2984","2","17","Low","2","-1.37","Low","2","-2.88","Low",0,0,0,0,"6074_2013-05-15"
"2985","4","21","Low","8","0.1","High","5","-1.82","Medium",1,0,1,0,"6075_2013-05-04"
"2986","1","11","Low","4","-0.68","Low","5","-1.76","Medium",0,0,0,0,"6077_2013-05-25"
"2987","1","13","Low","2","-1.35","Low","2","-2.63","Low",0,0,0,0,"6078_2013-12-02"
"2988","1","14","Low","2","-1.02","Low","3","-2.29","Low",1,1,1,1,"6080_2013-04-27"
"2989","1","13","Low","2","-1.02","Low","2","-2.62","Low",0,0,NA,NA,"6080_2014-02-26"
"2990","3","19","Low","5","-0.76","Medium","2","-2.69","Low",0,0,0,0,"6081_2013-08-05"
"2991","10","34","High","5","-0.39","Medium","4","-1.99","Low",1,0,1,0,"6082_2013-06-17"
"2992","1","12","Low","2","-1.03","Low","4","-2.16","Low",0,0,0,0,"6084_2013-12-13"
"2993","2","17","Low","4","-0.74","Low","2","-2.59","Low",0,0,0,0,"6085_2013-10-07"
"2994","4","21","Low","10","0.69","High","4","-1.98","Low",1,0,1,0,"6095_2013-01-12"
"2995","4","21","Low","10","0.67","High","4","-2.04","Low",1,1,NA,NA,"6095_2013-12-28"
"2996","1","15","Low","1","-1.89","Low","1","-3.29","Low",1,0,1,0,"6100_2013-03-30"
"2997","1","13","Low","2","-1.29","Low","2","-2.57","Low",0,0,0,0,"6101_2013-08-21"
"2998","3","18","Low","2","-1.16","Low","2","-2.56","Low",1,0,1,0,"6105_2013-10-10"
"2999","1","14","Low","6","-0.14","Medium","4","-2.2","Low",0,0,0,0,"6106_2013-08-24"
"3000","4","20","Low","8","-0.05","High","5","-1.93","Medium",0,0,0,0,"6107_2014-01-01"
"3001","3","19","Low","5","-0.46","Medium","4","-2.19","Low",1,0,1,0,"6108_2013-08-06"
"3002","1","11","Low","3","-0.92","Low","6","-1.61","Medium",0,0,0,0,"6109_2013-09-11"
"3003","1","13","Low","3","-1.13","Low","3","-2.24","Low",0,0,0,0,"6110_2013-11-22"
"3004","1","14","Low","1","-1.92","Low","1","-3.86","Low",0,0,0,0,"6111_2013-01-02"
"3005","1","13","Low","1","-1.54","Low","1","-3.18","Low",1,0,1,0,"6112_2014-01-06"
"3006","5","22","Medium","6","-0.2","Medium","4","-2","Low",1,0,1,0,"6113_2013-02-18"
"3007","7","25","Medium","5","-0.65","Medium","2","-2.62","Low",0,0,0,0,"6114_2013-08-21"
"3008","1","15","Low","6","-0.25","Medium","4","-2.08","Low",1,0,1,0,"6116_2013-08-02"
"3009","8","29","High","8","0.26","High","6","-1.55","Medium",1,0,1,0,"6117_2013-11-26"
"3010","1","11","Low","3","-1.05","Low","4","-2.03","Low",0,0,0,0,"6123_2013-12-20"
"3011","1","15","Low","1","-1.46","Low","1","-3.08","Low",0,0,0,0,"6125_2014-03-24"
"3012","1","13","Low","1","-1.95","Low","1","-3.59","Low",0,0,0,0,"6127_2013-10-28"
"3013","5","22","Medium","7","0.05","Medium","2","-2.62","Low",0,0,0,0,"6130_2013-12-11"
"3014","1","14","Low","1","-1.88","Low","1","-3.97","Low",0,0,0,0,"6131_2013-12-15"
"3015","3","18","Low","1","-1.91","Low","1","-3.69","Low",0,0,0,0,"6133_2013-02-13"
"3016","4","21","Low","4","-0.6","Low","5","-1.85","Medium",1,1,1,1,"6135_2013-09-18"
"3017","1","15","Low","8","0.25","High","7","-1.43","Medium",0,0,0,0,"6136_2014-02-14"
"3018","1","12","Low","1","-1.67","Low","1","-3.42","Low",0,0,0,0,"6137_2013-01-16"
"3019","8","28","High","10","0.69","High","9","-0.64","High",0,0,0,0,"6140_2014-01-13"
"3020","8","28","High","4","-0.56","Low","1","-3.27","Low",1,1,1,1,"6143_2013-05-11"
"3021","5","23","Medium","7","0.07","Medium","7","-1.47","Medium",0,0,0,0,"6146_2013-02-19"
"3022","1","15","Low","6","-0.15","Medium","6","-1.68","Medium",1,0,1,0,"6147_2013-10-28"
"3023","1","11","Low","2","-1.48","Low","2","-2.64","Low",0,0,0,0,"6148_2013-05-01"
"3024","1","14","Low","2","-1.24","Low","2","-2.86","Low",0,0,0,0,"6150_2013-04-19"
"3025","1","13","Low","2","-1.09","Low","2","-2.64","Low",0,0,0,0,"6152_2014-02-05"
"3026","3","18","Low","5","-0.39","Medium","2","-2.58","Low",0,0,0,0,"6153_2013-02-11"
"3027","1","15","Low","3","-0.85","Low","4","-2.09","Low",0,0,0,0,"6154_2013-02-25"
"3028","3","19","Low","7","0.02","Medium","8","-1.15","High",0,0,0,0,"6155_2013-05-16"
"3029","1","15","Low","1","-1.56","Low","1","-3.06","Low",0,0,0,0,"6156_2013-02-09"
"3030","3","19","Low","8","0.24","High","4","-2.22","Low",1,0,1,0,"6160_2013-04-24"
"3031","2","17","Low","3","-1.2","Low","3","-2.39","Low",0,0,0,0,"6162_2013-11-13"
"3032","9","32","High","6","-0.16","Medium","7","-1.37","Medium",1,0,0,0,"6163_2013-12-01"
"3033","2","17","Low","1","-1.82","Low","1","-3.24","Low",0,0,0,0,"6164_2014-02-24"
"3034","2","17","Low","9","0.61","High","10","-0.4","High",1,1,1,0,"6169_2013-02-28"
"3035","3","19","Low","1","-2.01","Low","1","-3.55","Low",0,0,0,0,"6171_2013-06-21"
"3036","1","11","Low","1","-2.94","Low","1","-4.53","Low",0,0,0,0,"6173_2013-03-04"
"3037","1","13","Low","4","-0.74","Low","3","-2.52","Low",0,0,0,0,"6178_2014-01-02"
"3038","3","20","Low","6","-0.21","Medium","2","-2.63","Low",0,0,1,0,"6179_2013-05-19"
"3039","1","15","Low","5","-0.47","Medium","3","-2.36","Low",0,0,0,0,"6182_2013-02-26"
"3040","1","14","Low","6","-0.54","Medium","4","-2.02","Low",0,0,0,0,"6183_2013-03-07"
"3041","3","19","Low","9","0.32","High","7","-1.29","Medium",1,1,1,0,"6185_2013-12-24"
"3042","1","13","Low","2","-1.64","Low","1","-3.79","Low",0,0,1,1,"6189_2013-01-14"
"3043","1","15","Low","8","0.25","High","7","-1.33","Medium",1,0,0,0,"6190_2014-01-13"
"3044","3","19","Low","2","-1.06","Low","2","-2.56","Low",0,0,0,0,"6192_2013-02-21"
"3045","1","12","Low","5","-0.72","Medium","5","-1.81","Medium",1,1,1,0,"6195_2013-11-13"
"3046","7","27","Medium","4","-0.53","Low","2","-2.61","Low",0,0,0,0,"6198_2013-09-24"
"3047","2","16","Low","2","-1.19","Low","2","-2.77","Low",0,0,0,0,"6200_2013-10-14"
"3048","1","11","Low","1","-1.98","Low","1","-3.63","Low",0,0,0,0,"6201_2013-10-16"
"3049","1","13","Low","1","-1.95","Low","1","-3.39","Low",1,1,1,1,"6202_2014-02-03"
"3050","6","25","Medium","3","-0.78","Low","4","-2.09","Low",0,0,1,0,"6203_2013-03-18"
"3051","4","21","Low","1","-1.54","Low","2","-2.72","Low",1,0,1,0,"6205_2013-01-09"
"3052","6","25","Medium","8","0.14","High","8","-1.21","High",0,0,1,0,"6207_2013-04-03"
"3053","1","13","Low","6","-0.27","Medium","6","-1.56","Medium",0,0,0,0,"6208_2013-01-11"
"3054","1","13","Low","1","-2.3","Low","1","-3.83","Low",0,0,0,0,"6212_2013-03-30"
"3055","2","16","Low","3","-1.2","Low","3","-2.32","Low",0,0,0,0,"6215_2013-12-17"
"3056","1","11","Low","4","-0.61","Low","5","-1.75","Medium",1,0,1,1,"6216_2013-04-20"
"3057","2","17","Low","2","-1.23","Low","1","-3.14","Low",0,0,0,0,"6221_2013-01-22"
"3058","1","12","Low","1","-2.42","Low","1","-3.32","Low",0,0,0,0,"6223_2013-10-22"
"3059","1","13","Low","4","-0.71","Low","4","-2.04","Low",1,0,0,0,"6224_2013-01-21"
"3060","2","16","Low","1","-1.76","Low","1","-3.45","Low",1,1,1,1,"6226_2013-04-08"
"3061","3","18","Low","7","-0.29","Medium","7","-1.46","Medium",1,0,1,0,"6227_2013-04-15"
"3062","2","16","Low","1","-2.81","Low","1","-4.4","Low",0,0,0,0,"6228_2013-10-30"
"3063","3","19","Low","5","-0.41","Medium","2","-2.83","Low",1,0,1,0,"6229_2013-03-18"
"3064","1","11","Low","1","-2.21","Low","1","-3.75","Low",0,0,0,0,"6230_2013-08-19"
"3065","8","28","High","5","-0.46","Medium","6","-1.65","Medium",0,0,0,0,"6231_2013-10-10"
"3066","1","11","Low","1","-1.69","Low","1","-3.08","Low",0,0,0,0,"6236_2014-03-02"
"3067","3","18","Low","2","-1.38","Low","1","-3.22","Low",0,0,0,0,"6238_2013-03-29"
"3068","1","14","Low","1","-1.73","Low","1","-3.62","Low",0,0,0,0,"6239_2013-09-10"
"3069","1","15","Low","1","-1.79","Low","1","-3.4","Low",0,0,0,0,"6240_2013-01-27"
"3070","3","20","Low","2","-1.21","Low","2","-2.88","Low",0,0,0,0,"6241_2013-10-11"
"3071","1","14","Low","1","-2.35","Low","1","-3.35","Low",0,0,0,0,"6242_2014-01-16"
"3072","1","13","Low","5","-0.49","Medium","3","-2.48","Low",0,0,1,0,"6244_2013-11-02"
"3073","9","33","High","7","0.01","Medium","4","-2.17","Low",1,0,1,0,"6247_2013-01-07"
"3074","9","31","High","6","-0.13","Medium","3","-2.36","Low",0,0,NA,NA,"6247_2014-02-10"
"3075","1","11","Low","1","-1.83","Low","1","-3.23","Low",0,0,0,0,"6248_2013-10-23"
"3076","6","25","Medium","3","-1","Low","3","-2.42","Low",1,0,1,0,"6249_2013-05-17"
"3077","6","25","Medium","9","0.6","High","8","-1.08","High",1,1,1,1,"6250_2013-01-17"
"3078","3","19","Low","4","-0.58","Low","2","-2.81","Low",0,0,0,0,"6251_2013-10-05"
"3079","1","15","Low","1","-2.08","Low","1","-3.74","Low",0,0,0,0,"6259_2014-01-01"
"3080","3","19","Low","10","0.87","High","7","-1.49","Medium",0,0,0,0,"6264_2014-02-13"
"3081","5","22","Medium","3","-0.8","Low","1","-3.23","Low",0,0,0,0,"6266_2013-05-04"
"3082","2","16","Low","3","-1.06","Low","3","-2.42","Low",0,0,0,0,"6268_2014-01-29"
"3083","1","14","Low","3","-0.93","Low","2","-2.69","Low",0,0,0,0,"6271_2014-01-01"
"3084","4","21","Low","10","1.22","High","9","-0.66","High",0,0,0,0,"6276_2013-03-09"
"3085","1","13","Low","2","-1.5","Low","3","-2.54","Low",0,0,0,0,"6278_2014-03-25"
"3086","2","17","Low","7","-0.05","Medium","2","-2.91","Low",0,0,0,0,"6280_2013-04-11"
"3087","1","14","Low","4","-0.58","Low","3","-2.32","Low",0,0,0,0,"6281_2013-08-23"
"3088","1","11","Low","5","-0.42","Medium","7","-1.29","Medium",1,0,0,0,"6284_2013-05-14"
"3089","1","14","Low","3","-1.25","Low","2","-2.74","Low",1,0,1,0,"6285_2013-05-25"
"3090","3","18","Low","9","0.52","High","6","-1.66","Medium",1,1,1,0,"6286_2013-09-27"
"3091","6","25","Medium","1","-1.65","Low","1","-3.02","Low",0,0,0,0,"6287_2013-04-08"
"3092","4","21","Low","6","-0.42","Medium","4","-2.22","Low",1,0,1,0,"6289_2013-05-16"
"3093","1","13","Low","1","-2.03","Low","1","-3.59","Low",0,0,0,0,"6293_2013-02-23"
"3094","3","20","Low","8","0.23","High","8","-1.07","High",0,0,0,0,"6294_2013-11-01"
"3095","2","17","Low","5","-0.38","Medium","2","-2.92","Low",1,0,1,0,"6296_2013-08-25"
"3096","4","20","Low","7","-0.34","Medium","4","-2.17","Low",0,0,0,0,"6297_2013-05-21"
"3097","4","21","Low","7","-0.08","Medium","1","-3.01","Low",0,0,0,0,"6298_2013-02-26"
"3098","1","11","Low","5","-0.77","Medium","7","-1.49","Medium",0,0,0,0,"6299_2013-09-10"
"3099","2","16","Low","4","-0.65","Low","3","-2.39","Low",1,1,1,0,"6301_2013-08-24"
"3100","1","13","Low","3","-0.96","Low","4","-2.12","Low",0,0,0,0,"6302_2014-02-02"
"3101","1","11","Low","3","-1.09","Low","5","-1.9","Medium",0,0,0,0,"6305_2014-01-15"
"3102","4","21","Low","7","-0.12","Medium","3","-2.43","Low",0,0,0,0,"6309_2014-01-10"
"3103","4","21","Low","5","-0.38","Medium","6","-1.56","Medium",0,0,0,0,"6313_2013-01-26"
"3104","1","11","Low","6","-0.31","Medium","9","-0.92","High",1,0,1,0,"6314_2013-09-14"
"3105","5","22","Medium","3","-0.82","Low","2","-2.78","Low",1,0,1,0,"6315_2013-11-17"
"3106","7","29","Medium","6","-0.08","Medium","4","-2.04","Low",1,1,1,1,"6317_2013-04-06"
